
Id,YellowKey,Date,DiscountFactor
S0023D 3Y BLC2,Curncy,2013-05-10,0.985116
S0023D 3Y BLC2,Curncy,2013-05-17,0.984501
S0023D 3Y BLC2,Curncy,2013-05-24,0.983347
S0023D 3Y BLC2,Curncy,2013-05-31,0.979825
S0023D 3Y BLC2,Curncy,2013-06-07,0.979208
S0023D 3Y BLC2,Curncy,2013-06-14,0.980907
S0023D 3Y BLC2,Curncy,2013-06-21,0.97389
S0023D 3Y BLC2,Curncy,2013-06-28,0.975782
S0023D 3Y BLC2,Curncy,2013-07-05,0.972117
S0023D 3Y BLC2,Curncy,2013-07-12,0.975149
S0023D 3Y BLC2,Curncy,2013-07-19,0.977699
S0023D 3Y BLC2,Curncy,2013-07-26,0.977562
S0023D 3Y BLC2,Curncy,2013-08-02,0.9774
S0023D 3Y BLC2,Curncy,2013-08-09,0.977009
S0023D 3Y BLC2,Curncy,2013-08-16,0.973189
S0023D 3Y BLC2,Curncy,2013-08-23,0.97112
S0023D 3Y BLC2,Curncy,2013-08-30,0.971877
S0023D 3Y BLC2,Curncy,2013-09-06,0.968678
S0023D 3Y BLC2,Curncy,2013-09-13,0.969798
S0023D 3Y BLC2,Curncy,2013-09-20,0.975378
S0023D 3Y BLC2,Curncy,2013-09-27,0.977017
S0023D 3Y BLC2,Curncy,2013-10-04,0.977058
S0023D 3Y BLC2,Curncy,2013-10-11,0.977172
S0023D 3Y BLC2,Curncy,2013-10-18,0.978283
S0023D 3Y BLC2,Curncy,2013-10-25,0.979249
S0023D 3Y BLC2,Curncy,2013-11-01,0.978694
S0023D 3Y BLC2,Curncy,2013-11-08,0.979007
S0023D 3Y BLC2,Curncy,2013-11-15,0.980558
S0023D 3Y BLC2,Curncy,2013-11-22,0.981055
S0023D 3Y BLC2,Curncy,2013-11-29,0.980741
S0023D 3Y BLC2,Curncy,2013-12-06,0.978585
S0023D 3Y BLC2,Curncy,2013-12-13,0.977542
S0023D 3Y BLC2,Curncy,2013-12-20,0.976124
S0023D 3Y BLC2,Curncy,2013-12-27,0.974347
S0023D 3Y BLC2,Curncy,2014-01-03,0.973682
S0023D 3Y BLC2,Curncy,2014-01-10,0.974105
S0023D 3Y BLC2,Curncy,2014-01-17,0.973281
S0023D 3Y BLC2,Curncy,2014-01-24,0.974439
S0023D 3Y BLC2,Curncy,2014-01-31,0.975744
S0023D 3Y BLC2,Curncy,2014-02-07,0.977237
S0023D 3Y BLC2,Curncy,2014-02-14,0.975695
S0023D 3Y BLC2,Curncy,2014-02-21,0.975679
S0023D 3Y BLC2,Curncy,2014-02-28,0.975832
S0023D 3Y BLC2,Curncy,2014-03-07,0.972997
S0023D 3Y BLC2,Curncy,2014-03-14,0.97474
S0023D 3Y BLC2,Curncy,2014-03-21,0.970107
S0023D 3Y BLC2,Curncy,2014-03-28,0.96961
S0023D 3Y BLC2,Curncy,2014-04-04,0.970413
S0023D 3Y BLC2,Curncy,2014-04-11,0.973153
S0023D 3Y BLC2,Curncy,2014-04-18,0.969977
S0023D 3Y BLC2,Curncy,2014-04-25,0.970249
S0023D 3Y BLC2,Curncy,2014-05-02,0.969909
S0023D 3Y BLC2,Curncy,2014-05-09,0.971393
S0023D 3Y BLC2,Curncy,2014-05-16,0.972474
S0023D 3Y BLC2,Curncy,2014-05-23,0.973097
S0023D 4Y BLC2,Curncy,2013-05-03,0.974015
S0023D 4Y BLC2,Curncy,2013-05-10,0.97147
S0023D 4Y BLC2,Curncy,2013-05-17,0.970731
S0023D 4Y BLC2,Curncy,2013-05-24,0.968344
S0023D 4Y BLC2,Curncy,2013-05-31,0.963679
S0023D 4Y BLC2,Curncy,2013-06-07,0.960632
S0023D 4Y BLC2,Curncy,2013-06-14,0.963424
S0023D 4Y BLC2,Curncy,2013-06-21,0.949827
S0023D 4Y BLC2,Curncy,2013-06-28,0.952907
S0023D 4Y BLC2,Curncy,2013-07-05,0.945371
S0023D 4Y BLC2,Curncy,2013-07-12,0.951898
S0023D 4Y BLC2,Curncy,2013-07-19,0.956308
S0023D 4Y BLC2,Curncy,2013-07-26,0.95476
S0023D 4Y BLC2,Curncy,2013-08-02,0.95504
S0023D 4Y BLC2,Curncy,2013-08-09,0.954754
S0023D 4Y BLC2,Curncy,2013-08-16,0.947532
S0023D 4Y BLC2,Curncy,2013-08-23,0.945028
S0023D 4Y BLC2,Curncy,2013-08-30,0.944856
S0023D 4Y BLC2,Curncy,2013-09-06,0.941218
S0023D 4Y BLC2,Curncy,2013-09-13,0.942938
S0023D 4Y BLC2,Curncy,2013-09-20,0.950813
S0023D 4Y BLC2,Curncy,2013-09-27,0.954064
S0023D 4Y BLC2,Curncy,2013-10-04,0.95366
S0023D 4Y BLC2,Curncy,2013-10-11,0.95391
S0023D 4Y BLC2,Curncy,2013-10-18,0.956134
S0023D 4Y BLC2,Curncy,2013-10-25,0.958006
S0023D 4Y BLC2,Curncy,2013-11-01,0.956239
S0023D 4Y BLC2,Curncy,2013-11-08,0.95602
S0023D 4Y BLC2,Curncy,2013-11-15,0.958988
S0023D 4Y BLC2,Curncy,2013-11-22,0.959448
S0023D 4Y BLC2,Curncy,2013-11-29,0.958708
S0023D 4Y BLC2,Curncy,2013-12-06,0.954943
S0023D 4Y BLC2,Curncy,2013-12-13,0.95309
S0023D 4Y BLC2,Curncy,2013-12-20,0.950083
S0023D 4Y BLC2,Curncy,2013-12-27,0.947666
S0023D 4Y BLC2,Curncy,2014-01-03,0.946733
S0023D 4Y BLC2,Curncy,2014-01-10,0.948713
S0023D 4Y BLC2,Curncy,2014-01-17,0.947829
S0023D 4Y BLC2,Curncy,2014-01-24,0.950068
S0023D 4Y BLC2,Curncy,2014-01-31,0.951898
S0023D 4Y BLC2,Curncy,2014-02-07,0.953422
S0023D 4Y BLC2,Curncy,2014-02-14,0.951111
S0023D 4Y BLC2,Curncy,2014-02-21,0.951107
S0023D 4Y BLC2,Curncy,2014-02-28,0.952163
S0023D 4Y BLC2,Curncy,2014-03-07,0.947462
S0023D 4Y BLC2,Curncy,2014-03-14,0.950585
S0023D 4Y BLC2,Curncy,2014-03-21,0.943931
S0023D 4Y BLC2,Curncy,2014-03-28,0.942654
S0023D 4Y BLC2,Curncy,2014-04-04,0.944165
S0023D 4Y BLC2,Curncy,2014-04-11,0.948209
S0023D 4Y BLC2,Curncy,2014-04-18,0.942794
S0023D 4Y BLC2,Curncy,2014-04-25,0.943589
S0023D 4Y BLC2,Curncy,2014-05-02,0.944606
S0023D 4Y BLC2,Curncy,2014-05-09,0.946203
S0023D 4Y BLC2,Curncy,2014-05-16,0.948264
S0023D 4Y BLC2,Curncy,2014-05-23,0.949735
S0023D 5Y BLC2,Curncy,2013-05-03,0.956373
S0023D 5Y BLC2,Curncy,2013-05-10,0.952162
S0023D 5Y BLC2,Curncy,2013-05-17,0.951249
S0023D 5Y BLC2,Curncy,2013-05-24,0.947453
S0023D 5Y BLC2,Curncy,2013-05-31,0.941037
S0023D 5Y BLC2,Curncy,2013-06-07,0.936896
S0023D 5Y BLC2,Curncy,2013-06-14,0.940253
S0023D 5Y BLC2,Curncy,2013-06-21,0.92003
S0023D 5Y BLC2,Curncy,2013-06-28,0.923895
S0023D 5Y BLC2,Curncy,2013-07-05,0.912038
S0023D 5Y BLC2,Curncy,2013-07-12,0.92191
S0023D 5Y BLC2,Curncy,2013-07-19,0.927892
S0023D 5Y BLC2,Curncy,2013-07-26,0.925006
S0023D 5Y BLC2,Curncy,2013-08-02,0.925553
S0023D 5Y BLC2,Curncy,2013-08-09,0.925709
S0023D 5Y BLC2,Curncy,2013-08-16,0.915254
S0023D 5Y BLC2,Curncy,2013-08-23,0.912506
S0023D 5Y BLC2,Curncy,2013-08-30,0.912483
S0023D 5Y BLC2,Curncy,2013-09-06,0.907792
S0023D 5Y BLC2,Curncy,2013-09-13,0.909922
S0023D 5Y BLC2,Curncy,2013-09-20,0.919497
S0023D 5Y BLC2,Curncy,2013-09-27,0.924507
S0023D 5Y BLC2,Curncy,2013-10-04,0.923555
S0023D 5Y BLC2,Curncy,2013-10-11,0.923718
S0023D 5Y BLC2,Curncy,2013-10-18,0.927074
S0023D 5Y BLC2,Curncy,2013-10-25,0.929954
S0023D 5Y BLC2,Curncy,2013-11-01,0.926502
S0023D 5Y BLC2,Curncy,2013-11-08,0.924966
S0023D 5Y BLC2,Curncy,2013-11-15,0.929365
S0023D 5Y BLC2,Curncy,2013-11-22,0.929248
S0023D 5Y BLC2,Curncy,2013-11-29,0.928251
S0023D 5Y BLC2,Curncy,2013-12-06,0.923431
S0023D 5Y BLC2,Curncy,2013-12-13,0.921325
S0023D 5Y BLC2,Curncy,2013-12-20,0.917297
S0023D 5Y BLC2,Curncy,2013-12-27,0.913873
S0023D 5Y BLC2,Curncy,2014-01-03,0.913205
S0023D 5Y BLC2,Curncy,2014-01-10,0.917012
S0023D 5Y BLC2,Curncy,2014-01-17,0.916047
S0023D 5Y BLC2,Curncy,2014-01-24,0.919192
S0023D 5Y BLC2,Curncy,2014-01-31,0.921913
S0023D 5Y BLC2,Curncy,2014-02-07,0.923146
S0023D 5Y BLC2,Curncy,2014-02-14,0.920166
S0023D 5Y BLC2,Curncy,2014-02-21,0.920285
S0023D 5Y BLC2,Curncy,2014-02-28,0.922289
S0023D 5Y BLC2,Curncy,2014-03-07,0.91615
S0023D 5Y BLC2,Curncy,2014-03-14,0.920709
S0023D 5Y BLC2,Curncy,2014-03-21,0.912985
S0023D 5Y BLC2,Curncy,2014-03-28,0.911676
S0023D 5Y BLC2,Curncy,2014-04-04,0.913249
S0023D 5Y BLC2,Curncy,2014-04-11,0.918265
S0023D 5Y BLC2,Curncy,2014-04-18,0.911235
S0023D 5Y BLC2,Curncy,2014-04-25,0.912692
S0023D 5Y BLC2,Curncy,2014-05-02,0.915218
S0023D 5Y BLC2,Curncy,2014-05-09,0.916834
S0023D 5Y BLC2,Curncy,2014-05-16,0.919783
S0023D 5Y BLC2,Curncy,2014-05-23,0.921356
