,UK OIS spot curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Jul 10,0.49452237689100200,0.49864608681831500,0.50266077076030800,0.50697927003982800,0.51167608109444800,0.51706341863399100,0.52344636395647300,0.53103280643724100,0.53993842184576700,0.55021922475999900,0.56190206714025800,0.57501385271511600,0.58961180392911500,0.60575912784617100,0.62346783590306500,0.64270960497168700,0.66342764046634600,0.68554458508198600,0.70896808813445300,0.73359646521339800,0.75932294755328000,0.78603704020846200,0.81362533209330600,0.84197210351132800,0.87096048036886700,0.90048072361311100,0.93043725426923900,0.96074692923415400,0.99133689716146200,1.02214288316867000,1.05310780553659000,1.08418065177754000,1.11531555905483000,1.14647105688115000,1.17760943964007000,1.20869624368732000,1.23969986971135000,1.27059191915392000,1.30134753055680000,1.33194501018716000,1.36236544572964000,1.39259237516522000,1.42261150185304000,1.45241044846470000,1.48197854372734000,1.51130663698279000,1.54038693642006000,1.56921286752878000,1.59777894222907000,1.62608055369656000,1.65411377260813000,1.68187526816048000,1.70936225160511000,1.73657242605810000,1.76350394178508000,1.79015535627726000,1.81652559852978000,1.84261393701558000,1.86841995091610000,1.89394350422885000
13 Jul 10,0.49624541941339000,0.50001646834165400,0.50232967808861300,0.50505436762842300,0.50896975399778900,0.51444794729761800,0.52160458456550700,0.53044671704261400,0.54090559820395700,0.55286588255846100,0.56622179455285600,0.58092381708404800,0.59699480562701500,0.61448273186342500,0.63340016593828100,0.65373060849869300,0.67543704054619300,0.69846762333827800,0.72275923311759000,0.74823586728793400,0.77480702835361100,0.80237055012147700,0.83081513437210900,0.86002225336526900,0.88986845621792500,0.92023634007434300,0.95102380107058500,0.98214230187446800,1.01351453262935000,1.04507253970819000,1.07675621664428000,1.10851207801244000,1.14029225624089000,1.17205367545634000,1.20375736695568000,1.23536789876559000,1.26685295113921000,1.29818367702477000,1.32933518716590000,1.36028616442186000,1.39101842815057000,1.42151656081592000,1.45176758669641000,1.48176069440616000,1.51148699641323000,1.54093931992501000,1.57011202446919000,1.59900084227703000,1.62760272056977000,1.65591546883873000,1.68393741265774000,1.71166731590939000,1.73910433943476000,1.76624800427795000,1.79309815894042000,1.81965495014369000,1.84591879666969000,1.87189036590727000,1.89757055278383000,1.92296046080378000
14 Jul 10,0.49587825478986000,0.49907414798742700,0.50266005197160100,0.50686780393627000,0.51170985410084100,0.51746349056302300,0.52461749593573500,0.53355107659893000,0.54435675260052900,0.55690340154852500,0.57100997741882900,0.58654500448991800,0.60346827236574500,0.62178084361459400,0.64146032081887800,0.66246354193414700,0.68473268753227200,0.70819935229690700,0.73278731861410800,0.75841432947277900,0.78499330586400100,0.81243341620931400,0.84064089213383300,0.86951964029881800,0.89897211480976800,0.92890539419248700,0.95923724807614700,0.98989503061776900,1.02081402804776000,1.05193613665769000,1.08320879666137000,1.11458412595704000,1.14601821138728000,1.17747052507072000,1.20890344079120000,1.24028183098870000,1.27157280171558000,1.30274634429681000,1.33377602883733000,1.36463867061171000,1.39531393431342000,1.42578399483826000,1.45603324540039000,1.48604804545067000,1.51581650220594000,1.54532828067446000,1.57457443793339000,1.60354727812165000,1.63224022755501000,1.66064775060506000,1.68876527752311000,1.71658911446804000,1.74411636087353000,1.77134483599665000,1.79827301347938000,1.82489996292143000,1.85122529760317000,1.87724912761669000,1.90297201776305000,1.92839494965988000
15 Jul 10,0.49848892608302400,0.50139500652979900,0.50451191782409900,0.50813142818806500,0.51255064714975100,0.51818952925851100,0.52535391483814700,0.53415435261548700,0.54451201696450600,0.55624423208616400,0.56920135407296000,0.58332805142640700,0.59867533101928900,0.61532574495843000,0.63332073052217300,0.65266792866634000,0.67335112411909000,0.69533687211080800,0.71857867299167800,0.74301543328413900,0.76856946823053700,0.79514967258265600,0.82265443808056400,0.85097384158004500,0.87999199212312700,0.90959697570843300,0.93968989672046800,0.97018358751892900,1.00100058638847000,1.03207151988455000,1.06333379827362000,1.09473055557830000,1.12620978234154000,1.15772361143254000,1.18922772628580000,1.22068086776702000,1.25204453365872000,1.28328394486577000,1.31436895926479000,1.34527362764678000,1.37597568238621000,1.40645609915726000,1.43669871980599000,1.46668992664894000,1.49641836019866000,1.52587467370764000,1.55505131904698000,1.58394235935035000,1.61254328790010000,1.64085068683233000,1.66886191153879000,1.69657499584360000,1.72398858800021000,1.75110189379971000,1.77791462588569000,1.80442695849947000,1.83063948698914000,1.85655319150719000,1.88216940440002000,1.90748978085841000
16 Jul 10,0.49723177983674500,0.50089113326415200,0.50459989388592700,0.50900072816588100,0.51429408562348700,0.52042564433339100,0.52729262740862600,0.53486981161061100,0.54329144285590400,0.55278419462253900,0.56353928354220500,0.57567151717567300,0.58924900719963800,0.60430706897989800,0.62084878417780900,0.63885393844073900,0.65828587315540100,0.67909605329803000,0.70122678614814900,0.72460859448318200,0.74915780846024800,0.77477926998550700,0.80136883015758600,0.82881522235246800,0.85700222788036200,0.88581827382112400,0.91516451709897000,0.94495343331326600,0.97510686524366800,1.00555446165339000,1.03623241825962000,1.06708245477195000,1.09805097792382000,1.12908839220434000,1.16014852875029000,1.19118816942287000,1.22216676894731000,1.25304752931817000,1.28379841224055000,1.31439168963946000,1.34480341802337000,1.37501298793850000,1.40500273629011000,1.43475761152889000,1.46426488347928000,1.49351389101627000,1.52249582195355000,1.55120352044583000,1.57963130557969000,1.60777467671157000,1.63563004274251000,1.66319461946728000,1.69046635345226000,1.71744385437144000,1.74412633472388000,1.77051355601010000,1.79660578057397000,1.82240372842664000,1.84790853846112000,1.87312173354551000
19 Jul 10,0.49814780553692900,0.50095976475785300,0.50319792806112100,0.50591490810451400,0.50964489813545200,0.51454771343449500,0.52065086320303600,0.52792824992329300,0.53632276255553900,0.54577649231135200,0.55625955424691300,0.56779678964554500,0.58052261522973400,0.59461681450498100,0.61018653632123600,0.62727943249483800,0.64590115693604800,0.66602703173406100,0.68760964174500800,0.71057983463216600,0.73484692844491100,0.76030310807952400,0.78682714987536900,0.81428721506424000,0.84254400112700800,0.87146415710499000,0.90093157559794500,0.93084550804304200,0.96111791664062000,0.99167135589365000,1.02243726417184000,1.05335457560746000,1.08436858437372000,1.11543000938466000,1.14649421933215000,1.17752058688342000,1.20847202811817000,1.23931548612604000,1.27002240902571000,1.30056828372693000,1.33093214339514000,1.36109614527815000,1.39104520744077000,1.42076669503560000,1.45025014840438000,1.47948704664439000,1.50847060135785000,1.53719557618269000,1.56565811054488000,1.59385532280535000,1.62178489907858000,1.64944500147611000,1.67683422319878000,1.70395154862105000,1.73079631772975000,1.75736819437302000,1.78366713785138000,1.80969337744773000,1.83544738954744000,1.86092987704654000
20 Jul 10,0.49578859965276800,0.49712368842031100,0.49941671875666600,0.50445158352755500,0.51167849305431400,0.52030843175029900,0.52998785149231200,0.54064583552904700,0.55226391098468800,0.56481967899968300,0.57832289891001600,0.59281525334005200,0.60839207149762600,0.62516534326077600,0.64319463460116100,0.66249762313164900,0.68306241821183500,0.70485577435172300,0.72782850558585400,0.75191698836595800,0.77704396653305100,0.80312138646864400,0.83005274436730900,0.85773484669228700,0.88605986542305800,0.91492458577193400,0.94423819724603500,0.97392091179212200,1.00390206337680000,1.03411858764984000,1.06451379586630000,1.09503637869817000,1.12563959117120000,1.15628058143643000,1.18691983460938000,1.21752070930283000,1.24804911497657000,1.27847412246642000,1.30876870188398000,1.33890936920480000,1.36887575385442000,1.39865022805953000,1.42821758791766000,1.45756477795726000,1.48668065242318000,1.51555576769881000,1.54418220122749000,1.57255339306876000,1.60066399759984000,1.62850964076949000,1.65608668756585000,1.68339215618524000,1.71042365640858000,1.73717933482503000,1.76365782603122000,1.78985820905919000,1.81577996839079000,1.84142295900514000,1.86678737498055000,1.89187372123623000
21 Jul 10,0.49503538825449200,0.49655922610103500,0.49799680155372100,0.50043192493566900,0.50407724763152800,0.50911178113649600,0.51566851890678100,0.52378831229597900,0.53339256614232200,0.54435185867548600,0.55655920657712600,0.56995242276010900,0.58453472383779000,0.60034026445471600,0.61738424219847900,0.63566519213060200,0.65516988752950300,0.67587660705245400,0.69775689072118200,0.72077012625224200,0.74485775334186900,0.76994629951402300,0.79595062178373600,0.82277633801313100,0.85032220151324200,0.87848891725799300,0.90718773169332500,0.93633958799571500,0.96587345428717500,0.99572498614432100,1.02583544797668000,1.05615083664654000,1.08662116443064000,1.11719986851807000,1.14784332173706000,1.17851042482733000,1.20916236004500000,1.23976353084298000,1.27028254331991000,1.30069183002966000,1.33096718334253000,1.36108735546713000,1.39103371428310000,1.42078994610580000,1.45034179808231000,1.47967685418803000,1.50878433981934000,1.53765495081231000,1.56628069704991000,1.59465469568510000,1.62277098319572000,1.65062441920586000,1.67821060883063000,1.70552583364914000,1.73256699020780000,1.75933153511256000,1.78581743590081000,1.81202312699564000,1.83794747013918000,1.86358971878276000
22 Jul 10,0.49096557244344500,0.49387923039170900,0.49622642637922400,0.49824023955500300,0.50063607660734500,0.50403429094993800,0.50879774055003600,0.51509320013154800,0.52292370068886000,0.53220899674972100,0.54288842833108600,0.55494169247828500,0.56842087684011400,0.58339654943195600,0.59988958494623400,0.61788109726596000,0.63732413382043400,0.65815147182238400,0.68028110977225600,0.70362206293800400,0.72807889587948800,0.75355299640814100,0.77994326619280500,0.80714663870609100,0.83505895130268900,0.86358130850615300,0.89262594504285600,0.92211496167166300,0.95197862415395600,0.98215400241987200,1.01258387312175000,1.04321582795877000,1.07400154412441000,1.10489618349845000,1.13585789483468000,1.16684739891722000,1.19782773177957000,1.22876501112683000,1.25962916245125000,1.29039355231546000,1.32103456870978000,1.35153126135845000,1.38186503221571000,1.41201936816693000,1.44197960936958000,1.47173274781063000,1.50126725157999000,1.53057291110981000,1.55964070730634000,1.58846272889215000,1.61703210212577000,1.64534289479573000,1.67339002739696000,1.70116919417650000,1.72867679279242000,1.75590986150925000,1.78286602300440000,1.80954343398782000,1.83594073994490000,1.86205703440526000
23 Jul 10,0.49820113868375400,0.50329884756625200,0.50592866697250300,0.50812908692332400,0.51150940171006000,0.51748619479598400,0.52657628562124300,0.53854130358356100,0.55280537975877400,0.56879214448511800,0.58606213162956600,0.60431963450118000,0.62346002583581600,0.64351240972444900,0.66450344481501400,0.68644773507768800,0.70935137515687300,0.73321431407279000,0.75803110406593100,0.78378175108518000,0.81042404369143000,0.83789748937499300,0.86612728869616700,0.89502731589565200,0.92450312215646000,0.95446213377539800,0.98482219973350700,1.01551058774063000,1.04646236031751000,1.07761907566060000,1.10892773995248000,1.14033995611400000,1.17181122732876000,1.20330038347513000,1.23476910588408000,1.26618153130409000,1.29750401646767000,1.32870598298195000,1.35976071461787000,1.39064499052199000,1.42133865895131000,1.45182427190290000,1.48208677072559000,1.51211321460269000,1.54189254523706000,1.57141538222942000,1.60067384457857000,1.62966139449410000,1.65837269222242000,1.68680337992920000,1.71494988398572000,1.74280932962034000,1.77037947498860000,1.79765865256885000,1.82464571695110000,1.85133999821989000,1.87774126024422000,1.90384966328240000,1.92966573038970000,1.95519031718523000
26 Jul 10,0.49385828281806300,0.49842869801730200,0.50204389241558100,0.50659037622900800,0.51304613501181100,0.52191920483117300,0.53338547411445500,0.54734469167418300,0.56356750923394900,0.58179659681707000,0.60180806656570800,0.62343461619313700,0.64654561726456500,0.67102726662104600,0.69676146676536300,0.72362574516733300,0.75149454103819800,0.78024006318022500,0.80973353937794400,0.83985347014886800,0.87049239062406900,0.90155452993634300,0.93295326904987600,0.96460923412868800,0.99644910780754400,1.02840749707464000,1.06042860322810000,1.09246481097629000,1.12447527750533000,1.15642480373275000,1.18828292402830000,1.22002316661198000,1.25162244842526000,1.28306057678965000,1.31431983649529000,1.34538464570808000,1.37624127941997000,1.40687776367782000,1.43728379612333000,1.46745055117673000,1.49737049994176000,1.52703725583867000,1.55644544177668000,1.58559057543930000,1.61446896986503000,1.64307764699568000,1.67141426226113000,1.69947703859100000,1.72726470511073000,1.75477639727100000,1.78201155713614000,1.80896989684228000,1.83565137311848000,1.86205616463915000,1.88818465184732000,1.91403739893949000,1.93961513774693000,1.96491875328444000,1.98994927076864000,2.01470784393453000
27 Jul 10,0.49955177473901800,0.49983507229052400,0.50176048998201700,0.50639473814501800,0.51352020825055800,0.52279776406630300,0.53425028532686200,0.54806432149007800,0.56428736658687300,0.58277265166149500,0.60330989242677600,0.62570463980616400,0.64982882376983500,0.67559374430024800,0.70287384599591300,0.73151231071352000,0.76133025249200000,0.79213284750188600,0.82371537032825300,0.85588793926909900,0.88849560066540500,0.92141275179869400,0.95453676026279300,0.98778317848209300,1.02108214046047000,1.05437595040707000,1.08761723534909000,1.12076714093384000,1.15379386270121000,1.18667147110150000,1.21937896392932000,1.25189949642597000,1.28421975136330000,1.31632942028921000,1.34822077370253000,1.37988830286533000,1.41132837523615000,1.44253834687840000,1.47351566156289000,1.50425774906414000,1.53476202686151000,1.56502590160289000,1.59504677036420000,1.62482202173709000,1.65434903677163000,1.68362518979609000,1.71264784913196000,1.74141437771973000,1.76992214644886000,1.79816870087548000,1.82615193365665000,1.85387007156938000,1.88132164399023000,1.90850545487676000,1.93542055780567000,1.96206623368536000,1.98844197081456000,2.01454744700385000,2.04038251351534000,2.06594718060834000
28 Jul 10,0.49546468809876800,0.49857956782493100,0.50126186021804800,0.50455734221983200,0.50915215475219800,0.51574753626439200,0.52481592017474700,0.53652078444890500,0.55072020816002200,0.56710673759391100,0.58536361182304600,0.60524428300341200,0.62661279568776900,0.64939419050602300,0.67350922666187800,0.69887159893575800,0.72539001545635800,0.75296958288166600,0.78151280872903600,0.81092105916057100,0.84109581981395900,0.87193878740144300,0.90335182383693100,0.93523692181897400,0.96749660706858200,1.00003993200682000,1.03278854665959000,1.06567529296196000,1.09864227517153000,1.13163931614804000,1.16462271241757000,1.19755422266211000,1.23040024012023000,1.26313111103464000,1.29572056993727000,1.32814526905359000,1.36038441327090000,1.39241980516969000,1.42423594037166000,1.45581971672753000,1.48716014136284000,1.51824807957388000,1.54907603876126000,1.57963798182721000,1.60992916545312000,1.63994599947142000,1.66968592418988000,1.69914730305049000,1.72832930905307000,1.75723161370205000,1.78585409577268000,1.81419679762428000,1.84225990976778000,1.87004375714796000,1.89754878692224000,1.92477555754876000,1.95172472902322000,1.97839705412563000,2.00479337055722000,2.03091459386367000
29 Jul 10,0.49919258458085900,0.49846466667999600,0.49885001449698300,0.50064623261925500,0.50394371980901300,0.50914619806733600,0.51656669243817700,0.52625443788138200,0.53805030279800700,0.55171071406404100,0.56700713706378700,0.58376838961512300,0.60194193921490800,0.62153233349174700,0.64251524512701900,0.66484038243999300,0.68843912596492000,0.71322961950241500,0.73912044000207000,0.76601548147858100,0.79381790961993800,0.82243063864576900,0.85175638598428000,0.88169771327045300,0.91215750160018400,0.94304460094855700,0.97427907237707000,1.00579085749475000,1.03751807492487000,1.06940565746922000,1.10140425304707000,1.13346933170810000,1.16556045500648000,1.19764067430917000,1.22967603225111000,1.26163514728140000,1.29348893000209000,1.32521104155455000,1.35677833655042000,1.38817054141222000,1.41936990415262000,1.45036089418511000,1.48112994402162000,1.51166522619311000,1.54195645991412000,1.57199474296506000,1.60177240503615000,1.63128287940360000,1.66052058953718000,1.68948084080127000,1.71815972422044000,1.74655403997709000,1.77466123050976000,1.80247932104500000,1.83000686661661000,1.85724290476144000,1.88418691319455000,1.91083877186283000,1.93719872885754000,1.96326736973560000
30 Jul 10,0.49416232820135400,0.49542334843767300,0.49795346089145800,0.50155518518029700,0.50588863503642900,0.51109977966612300,0.51760615976047100,0.52579086297339100,0.53578926327739500,0.54750524292307100,0.56077270636890800,0.57546212488391600,0.59153425389746500,0.60899699706760500,0.62783884392181200,0.64802937456718200,0.66952482120879500,0.69227177590027100,0.71620935312558900,0.74126653414071700,0.76735978056312900,0.79439539999138700,0.82227175339831500,0.85088091067801600,0.88011066756479400,0.90985420638324400,0.94001824289714300,0.97052149091264200,1.00129259365113000,1.03226846884669000,1.06339297414729000,1.09461582275324000,1.12589169621226000,1.15717951378020000,1.18844182703415000,1.21964431538334000,1.25075543754276000,1.28174694062698000,1.31259435430565000,1.34327660721978000,1.37377561247308000,1.40407591233879000,1.43416437254231000,1.46402991823251000,1.49366330515695000,1.52305692068373000,1.55220461022483000,1.58110152535657000,1.60974397155182000,1.63812906736298000,1.66625442726641000,1.69411809070275000,1.72171848198593000,1.74905437466677000,1.77612485978418000,1.80292931751797000,1.82946739182566000,1.85573896770300000,1.88174415075698000,1.90748324882161000
02 Aug 10,0.49055012652588200,0.49273457187962300,0.49616253027543400,0.50082236247782800,0.50672336572446100,0.51393979132174400,0.52260555123715600,0.53281170746933900,0.54459368753299700,0.55791403563353500,0.57269722034497800,0.58889081523535800,0.60648564899251800,0.62549286491051300,0.64590601936421100,0.66770368643656100,0.69085386447503200,0.71531691379590700,0.74104660324064300,0.76798011052447500,0.79602961962103500,0.82508676627026500,0.85502710497996700,0.88571345928249200,0.91699968110134100,0.94874650935571000,0.98083491649348900,1.01316390454782000,1.04564739658933000,1.07821174988648000,1.11079375038986000,1.14333898325060000,1.17580049960809000,1.20813771865064000,1.24031551789412000,1.27230347508095000,1.30407527065343000,1.33560859195431000,1.36688508433822000,1.39788990171470000,1.42861127867567000,1.45904016374753000,1.48916990381739000,1.51899597159207000,1.54851572939592000,1.57772822377763000,1.60663400633736000,1.63523497695063000,1.66353421038801000,1.69153531958361000,1.71924177161592000,1.74665682730340000,1.77378356065820000,1.80062487618308000,1.82718352428133000,1.85346211501567000,1.87946313041879000,1.90518893553046000,1.93064178831216000,1.95582384857030000
03 Aug 10,0.48893264844011800,0.49188423315467000,0.49522909442071000,0.49927425003589900,0.50450038955702000,0.51120243322035200,0.51946535616774800,0.52917287001241800,0.54009166154525500,0.55201541032146500,0.56487900274637900,0.57875648529676400,0.59390273018456500,0.61061492442997900,0.62904711687508800,0.64923942109002400,0.67115152574707400,0.69468503487006500,0.71969993422258700,0.74603927286040200,0.77354833726991000,0.80207565652926800,0.83147229740419800,0.86159133566306700,0.89228831736982500,0.92343083875718000,0.95490671725663100,0.98662138311575700,1.01849484270678000,1.05045924917244000,1.08245694326948000,1.11443886155396000,1.14636323398739000,1.17819451137717000,1.20990247668423000,1.24146150444622000,1.27284992418718000,1.30404926792252000,1.33504357914620000,1.36581906602532000,1.39636383741346000,1.42666767657850000,1.45672184650330000,1.48651892173620000,1.51605264266163000,1.54531778877872000,1.57431006815717000,1.60302602071121000,1.63146292775666000,1.65961866498831000,1.68749156173314000,1.71508034845869000,1.74238411892943000,1.76940229656815000,1.79613460448707000,1.82258103872982000,1.84874184433009000,1.87461749384697000,1.90020866808316000,1.92551623873130000
04 Aug 10,0.48774144429512000,0.49157415229472600,0.49601475341039100,0.50071798628094600,0.50687968703908700,0.51519626817664300,0.52581266867411100,0.53856402807860400,0.55310449037262500,0.56907597382630500,0.58621744713222100,0.60439878290174200,0.62359616427849400,0.64382063288652500,0.66507222161472800,0.68734047059975700,0.71060751332962200,0.73485013404608700,0.76004070216748900,0.78614126897809800,0.81309744698131300,0.84084111615894800,0.86929340919023300,0.89836695047317900,0.92796806721961900,0.95800524991484300,0.98839740841582000,1.01907301487091000,1.04996845511187000,1.08102670970665000,1.11219629029222000,1.14343037534509000,1.17468610308437000,1.20592398915670000,1.23710744414659000,1.26820237150173000,1.29917691135720000,1.33000219707488000,1.36065315331741000,1.39110814853694000,1.42134857500260000,1.45135848882226000,1.48112430019389000,1.51063450589529000,1.53987945744186000,1.56885115948477000,1.59754309394534000,1.62595006613284000,1.65406805964787000,1.68189399914142000,1.70942553227891000,1.73666094789074000,1.76359911548494000,1.79023943148078000,1.81658177130773000,1.84262644663667000,1.86837416711314000,1.89382600604916000,1.91898336960403000,1.94384796904707000
05 Aug 10,0.49095440553516500,0.49203565358314700,0.49491081083631600,0.50018751533298600,0.50808132075871000,0.51843418193800200,0.53083238024167600,0.54469413215700900,0.55942699596282600,0.57459072398444000,0.58998105426261400,0.60561638854562000,0.62176403069240600,0.63877626938022600,0.65689475375057900,0.67627002813996000,0.69698832761074100,0.71908944163841800,0.74257818547211300,0.76742310759529700,0.79355368951351200,0.82086797088987400,0.84923938468828800,0.87852188356911100,0.90855508139809000,0.93918302656908700,0.97027118226340600,1.00170448540993000,1.03338398916878000,1.06522417689274000,1.09715079596719000,1.12909909780499000,1.16101239784234000,1.19284088965295000,1.22454066235702000,1.25607288179531000,1.28740317033321000,1.31850179727971000,1.34934389629501000,1.37990893658676000,1.41018019418474000,1.44014429874782000,1.46979084360707000,1.49911204898478000,1.52810247011776000,1.55675874345131000,1.58507936523413000,1.61306449778875000,1.64071576074403000,1.66803562508534000,1.69502684494101000,1.72169238284088000,1.74803539005577000,1.77405918912142000,1.79976725826899000,1.82516321752366000,1.85025081626655000,1.87503392208338000,1.89951651074711000,1.92370265720232000
06 Aug 10,0.49023375366265600,0.49192776310272000,0.49560712111928900,0.50065932274602400,0.50699858862335000,0.51483279560481500,0.52431016131569400,0.53538530641158000,0.54785224219309700,0.56147125237745700,0.57608046559554300,0.59162469631040900,0.60815406851413600,0.62575573436975300,0.64447924636411000,0.66434166641976000,0.68533712185271100,0.70744317609645500,0.73062477797559300,0.75483246303666900,0.78000053305147900,0.80605022045865400,0.83289252952058100,0.86043036719344900,0.88856089295777600,0.91718513281226100,0.94621606611976400,0.97557733945488500,1.00520142743035000,1.03502816135733000,1.06500354268118000,1.09507877889796000,1.12520949475888000,1.15535508267397000,1.18547816447508000,1.21554414288508000,1.24552091241893000,1.27537955428507000,1.30509499848453000,1.33464564704221000,1.36401295058950000,1.39318104543486000,1.42213644127586000,1.45086775149583000,1.47936545942102000,1.50762171506590000,1.53563015782596000,1.56338576133378000,1.59088468366734000,1.61812398688923000,1.64510137776964000,1.67181512906760000,1.69826402613578000,1.72444731945813000,1.75036468236519000,1.77601617327996000,1.80140220193786000,1.82652349910113000,1.85138108935326000,1.87597626661376000
09 Aug 10,0.48895495393599300,0.49030872830739600,0.49396655019639800,0.49988635090959700,0.50763183846915500,0.51693541940559000,0.52772440012364100,0.53991555975021200,0.55339253494028800,0.56804103342457400,0.58376646425258000,0.60052189996141700,0.61831568743643200,0.63717362530107000,0.65709838129293500,0.67807358664108600,0.70006943503913400,0.72304641529396700,0.74695761795575300,0.77174759533268700,0.79735122381186000,0.82369558597564800,0.85070166490559100,0.87828561491173200,0.90636028876606100,0.93484241377485800,0.96365864157044500,0.99274442810885400,1.02204251568362000,1.05150171853619000,1.08107594350948000,1.11072339432893000,1.14040592055966000,1.17008848145358000,1.19973870170845000,1.22932650126704000,1.25882386293843000,1.28820547865413000,1.31744936279177000,1.34653653048045000,1.37545063165557000,1.40417763739138000,1.43270557000112000,1.46102426994170000,1.48912519379770000,1.51700123861537000,1.54464658866196000,1.57205658134026000,1.59922758021589000,1.62615673743413000,1.65284175232500000,1.67928079944299000,1.70547248373329000,1.73141580068083000,1.75711010080665000,1.78255505796826000,1.80775064099678000,1.83269708826818000,1.85739488486053000,1.88184474199542000
10 Aug 10,0.49055261703564800,0.49159638520946200,0.49463065060461500,0.49963746807187700,0.50632964686936800,0.51442527315746800,0.52378348498329700,0.53430160934075700,0.54589640614494000,0.55852020683968700,0.57216949804080300,0.58688310481250100,0.60276189828324400,0.61991747070382900,0.63839863065171500,0.65820467421411600,0.67929994748512900,0.70162355489714900,0.72509622505837500,0.74962760420270400,0.77512175782304100,0.80147872522602300,0.82859539479122100,0.85636616041428000,0.88468409052052400,0.91344898973957800,0.94257422812758400,0.97198509715890500,1.00161675430995000,1.03141257872548000,1.06132284514311000,1.09130364645689000,1.12131601217846000,1.15132518246388000,1.18130000659301000,1.21121244170228000,1.24103716082290000,1.27075159927829000,1.30033608837671000,1.32977355059318000,1.35904918357714000,1.38815018929831000,1.41706554098629000,1.44578578185091000,1.47430285064009000,1.50260992995083000,1.53070131390489000,1.55857229236497000,1.58621904101493000,1.61363842381711000,1.64082780223354000,1.66778497412376000,1.69450813257508000,1.72099582930742000,1.74724694207034000,1.77326064553323000,1.79903638523974000,1.82457385425655000,1.84987297219681000,1.87493386634132000
11 Aug 10,0.49028693821367400,0.48823615387557400,0.48727391932784900,0.48775554957905000,0.48969815360805300,0.49310552954192800,0.49796604049208700,0.50426014315724700,0.51192393043263600,0.52085817186337600,0.53099771936273300,0.54235037335937000,0.55499070212620200,0.56899213065701400,0.58437909799095700,0.60113821123827500,0.61922937261821600,0.63859319748430300,0.65915610691946200,0.68083412953769600,0.70353568586725900,0.72716335467909000,0.75161514293809100,0.77678543826270600,0.80256627753379500,0.82885555076224700,0.85556517373351900,0.88261965646433300,0.90995393185080700,0.93751161852188000,0.96524361991468100,0.99310698602324000,1.02106398210198000,1.04908132171568000,1.07712953126654000,1.10518242043346000,1.13321665783049000,1.16121164673461000,1.18914945778954000,1.21701452588531000,1.24479336183600000,1.27247430524590000,1.30004731185950000,1.32750376990921000,1.35483634095000000,1.38203882145479000,1.40910602207852000,1.43603366201415000,1.46281825624256000,1.48945679798210000,1.51594646114785000,1.54228455840708000,1.56846852808945000,1.59449592255155000,1.62036439781086000,1.64607170429031000,1.67161567853706000,1.69699423579804000,1.72220536335047000,1.74724711449931000
12 Aug 10,0.48848295830556700,0.48981386621397900,0.49110021666245700,0.49293657640489400,0.49544215276763000,0.49871470953544300,0.50283548388569100,0.50786261097529900,0.51383636459172600,0.52080929817396800,0.52887746514903200,0.53815577903018500,0.54879368455050900,0.56092796338563600,0.57461758977529000,0.58986182420996000,0.60661777629831600,0.62481211334549200,0.64434942381205300,0.66512244437229100,0.68702024533296400,0.70992965194705100,0.73373573248763500,0.75832216428537300,0.78357213964012300,0.80937653131219500,0.83564144240108600,0.86228643571488500,0.88924221314413300,0.91644875914806900,0.94385384356614900,0.97141180515237800,0.99908255628522000,1.02683076331696000,1.05462516743456000,1.08243801871043000,1.11024462126721000,1.13802315956593000,1.16575456794899000,1.19342221017672000,1.22101158315691000,1.24851006299869000,1.27590668650076000,1.30319196243665000,1.33035770800197000,1.35739690659461000,1.38430358375068000,1.41107269858843000,1.43770003204981000,1.46418190886420000,1.49051493794369000,1.51669596483649000,1.54272204940281000,1.56859044597110000,1.59429858565917000,1.61984406058940000,1.64522460976551000,1.67043810641041000,1.69548254659170000,1.72035603898457000
