,UK OIS spot curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 May 12,0.48450039675944300,0.48298248376937600,0.48204336816653500,0.48194941885024900,0.48257325757222100,0.48362620823121400,0.48485098841007900,0.48608322241990100,0.48727452451396700,0.48846537279824100,0.48972989115100200,0.49112762240862100,0.49275623384254900,0.49474583251807300,0.49718231201898500,0.50011369263927500,0.50356126048404700,0.50752699363310200,0.51199874016791400,0.51695492294889500,0.52236802698541400,0.52820607323407600,0.53443358904555400,0.54101233599915700,0.54790226969981900,0.55506662441728700,0.56247620703862000,0.57010851716010200,0.57794659317232600,0.58597808912780300,0.59419453027937300,0.60259070820514600,0.61116418591073400,0.61991489026638800,0.62884477431204400,0.63795753584487000,0.64725829658516600,0.65675250382252100,0.66644500103947600,0.67634002471052800,0.68644127832749400,0.69675199584982700,0.70727499630141300,0.71801273092233000,0.72896732403372200,0.74014060857246200,0.75153415708947900,0.76314930887329700,0.77498716489039100,0.78704826892376900,0.79933230124078400,0.81183812624146700,0.82456386942711300,0.83750698581682500,0.85066432090044600,0.86403216506081300,0.87760630226735100,0.89138205373240500,0.90535431712794400,0.91951760188058000
14 May 12,0.48594518060084600,0.48645206435152200,0.48334147184508100,0.48005366485625000,0.47872816728503500,0.47929081474443200,0.48103075347808300,0.48322140661767900,0.48538951935587100,0.48736424921024400,0.48914296696470700,0.49078071274713900,0.49238146096616000,0.49406452738567900,0.49591480878625100,0.49798943038588700,0.50032591394667900,0.50294762317922900,0.50586774675989400,0.50909495164573800,0.51263775754270400,0.51650490005171400,0.52070528373651600,0.52524794692309100,0.53014182745228700,0.53539358734605100,0.54100592088115100,0.54697807785178700,0.55330645744589400,0.55998508334617900,0.56700598687613500,0.57435951830616400,0.58203460155858700,0.59001894396472300,0.59829921006359800,0.60686116643420600,0.61568992109512100,0.62477127457395300,0.63409286311996800,0.64364403843852000,0.65341565848908100,0.66339990816927600,0.67359014501975300,0.68398076596928900,0.69456709184722400,0.70534526695948500,0.71631217148469200,0.72746534482075600,0.73880290077677400,0.75032321572824200,0.76202459358916800,0.77390523631287700,0.78596325350862300,0.79819667099196100,0.81060343840236500,0.82318143600465400,0.83592848077449300,0.84884233185435600,0.86192069545464300,0.87516122926467800
15 May 12,0.47890517126493100,0.47794726825024700,0.47774797379814500,0.47800168376685000,0.47861694242196900,0.47959327545783100,0.48096087450521300,0.48264057287686800,0.48453088597280400,0.48658052898008300,0.48878274047733700,0.49115997994274900,0.49375366410675300,0.49660627809674600,0.49974652404510100,0.50319235379281100,0.50695413073989700,0.51103673774567300,0.51544097534241600,0.52016404997541800,0.52519986515813600,0.53053971569883500,0.53617285481015200,0.54208691944151500,0.54826835053888300,0.55470364908202400,0.56138035300239300,0.56828693862667000,0.57541265888447900,0.58274741387456200,0.59028164648266800,0.59800625757107800,0.60591253658822400,0.61399210442366700,0.62223686605936500,0.63063897111239000,0.63919086606750900,0.64788616873110500,0.65672040815373700,0.66569086461913500,0.67479635607918400,0.68403705509817900,0.69341433133977000,0.70293061553293100,0.71258928157582100,0.72239454401739200,0.73235136862644900,0.74246539413959100,0.75274281599430900,0.76318970683638400,0.77381132263619400,0.78461210526670000,0.79559575930400800,0.80676532029559700,0.81812321558110600,0.82967131859660500,0.84141099746262400,0.85334315854583900,0.86546828559075900,0.87778647493823200
16 May 12,0.47964549917385700,0.47718075917199300,0.47574827657548800,0.47487662231564300,0.47493508369218000,0.47592798294831200,0.47752529310000100,0.47938367635920800,0.48130963422370900,0.48325054876256600,0.48522803054912400,0.48728467530084800,0.48946018665115400,0.49178167934804700,0.49426292531666300,0.49690813962071800,0.49971479130410600,0.50267547728529000,0.50577958656057500,0.50901975881951700,0.51239803480267300,0.51592455105964200,0.51961578008079900,0.52349321030963800,0.52758195497159300,0.53190595136009200,0.53648422694794100,0.54133142972979100,0.54645858330458300,0.55187369094149700,0.55758222272991500,0.56358751138876200,0.56989107611051600,0.57649288925627700,0.58339159733167200,0.59058470513345400,0.59806874982642800,0.60583968599328000,0.61389325017877300,0.62222501914578500,0.63083042936134000,0.63970479369849000,0.64884331580771400,0.65824110252856900,0.66789317464646500,0.67779447624637200,0.68793988287243800,0.69832420866766900,0.70894221854739500,0.71978870327161400,0.73085855079952000,0.74214674418613800,0.75364835261103000,0.76535852340379500,0.77727247493952700,0.78938549029546300,0.80169291157535600,0.81419013482098700,0.82687260544114200,0.83973581409769200
17 May 12,0.48093606497123400,0.47809740314087900,0.47687358227267500,0.47603657984579300,0.47530375175883200,0.47463080617584500,0.47407191640589500,0.47369742204914400,0.47354771714964500,0.47363035431504300,0.47393917639921800,0.47446006585112200,0.47517896618479000,0.47608857129256200,0.47718506712845900,0.47846688614742600,0.47993404656976300,0.48158771189074900,0.48343004089544400,0.48546596169385100,0.48770481720761900,0.49015961450195900,0.49284622824073900,0.49578280327010100,0.49898908137933500,0.50248327535602400,0.50627921902202200,0.51038681777274300,0.51481272588742800,0.51956088838183900,0.52463297798624100,0.53002875019001100,0.53574633373268100,0.54178246983185600,0.54813271040063400,0.55479158322878300,0.56175278443132400,0.56900992555057700,0.57655721192242900,0.58438943349958300,0.59250189355688500,0.60089034758153800,0.60955095069028100,0.61848021221693400,0.62767495635494700,0.63713228793352900,0.64684956256277600,0.65682436051066600,0.66705444572443500,0.67753753309342200,0.68827106746428400,0.69925222747369900,0.71047795066250400,0.72194495579937300,0.73364976276920500,0.74558871033060000,0.75775797200412700,0.77015357031698900,0.78277138959906700,0.79560718749936200
18 May 12,0.47683125162005100,0.47219935533330400,0.46868164856752000,0.46633307979335800,0.46486366746467200,0.46378119727023800,0.46275546686657300,0.46164666962760100,0.46044815185701100,0.45922131160481300,0.45805493688500400,0.45704184215310900,0.45627318411115200,0.45582584850536100,0.45574866937572400,0.45606924291806600,0.45680017388217200,0.45794323986235700,0.45949230364431200,0.46143605469058300,0.46376004986098600,0.46644750623922400,0.46947980978025200,0.47283689679542700,0.47649777311850600,0.48044336362903700,0.48465891978471000,0.48913351329383100,0.49385937745169300,0.49883138020940600,0.50404659922941300,0.50950397661809400,0.51520403643426000,0.52114865204908900,0.52734085338721900,0.53378466629431800,0.54048491053401300,0.54744637323035500,0.55467310947299100,0.56216847145874900,0.56993519421027200,0.57797546904913300,0.58629100681689300,0.59488309247510000,0.60375263242529400,0.61290019565683100,0.62232604964179500,0.63203019174305000,0.64201235257666900,0.65227173534977000,0.66280676491636500,0.67361513295239600,0.68469386712345200,0.69603939256720800,0.70764758666869100,0.71951382796676700,0.73163303991257100,0.74399973010121600,0.75660802551382500,0.76945170423535900
21 May 12,0.47808860098514200,0.47559218350664500,0.47353434695310300,0.47137259537990800,0.46913295469123200,0.46688867754784700,0.46470363516353500,0.46262492204709300,0.46068985032514300,0.45893816657960500,0.45741704718665800,0.45617721674079900,0.45527607674285500,0.45476432874044600,0.45466861354073300,0.45499726415255200,0.45574569043297800,0.45689996885170500,0.45843965855584500,0.46034378178626000,0.46259556629593600,0.46518195086054300,0.46809277853652500,0.47132019160260600,0.47485816759350600,0.47870212276981200,0.48284860370566400,0.48729508176684300,0.49203979366393500,0.49708161389486600,0.50241995187597100,0.50805466836100100,0.51398600705665700,0.52021453830598600,0.52674111242604400,0.53356682082261400,0.54069292571544600,0.54812043392720700,0.55584973624336400,0.56388064954877500,0.57221248681555800,0.58084411709270900,0.58977401712507000,0.59900031593333900,0.60852083345009800,0.61833311411633900,0.62843445618907800,0.63882193738552800,0.64949243280957200,0.66044256882207300,0.67166866671390700,0.68316676252301600,0.69493263394445900,0.70696182425104100,0.71924966360443600,0.73179128808296500,0.74458165670644400,0.75761556669985700,0.77088766720478200,0.78439247161966400
22 May 12,0.47232767437457900,0.46593508564655400,0.46114643682863200,0.45704462188233400,0.45364180915889300,0.45078635173946600,0.44829057843025800,0.44605270848489100,0.44408105341378000,0.44246156743338700,0.44129248701628000,0.44063749447810200,0.44050451882366500,0.44086502209042800,0.44168326950256200,0.44292018546572100,0.44453433616072000,0.44648258460599300,0.44872102020165400,0.45121097127002700,0.45392392923084200,0.45683985576007900,0.45994534143279500,0.46323222470247600,0.46669659894313000,0.47033859303715800,0.47416220072147300,0.47817464098649900,0.48238580199797300,0.48680779623439400,0.49145460172690200,0.49634177056667600,0.50148619041099100,0.50690588807643500,0.51261986680187100,0.51864797063422200,0.52501055616119500,0.53172612611531200,0.53880932703886400,0.54627123276146300,0.55411978009670600,0.56236014229646000,0.57099505039525600,0.58002507073497900,0.58944884548628100,0.59926330179762100,0.60946383424443500,0.62004446447216600,0.63099800072484700,0.64231641389133300,0.65399120782624400,0.66601349526678000,0.67837403473104000,0.69106326331608100,0.70407132591801800,0.71738810132139300,0.73100322554228800,0.74490611275665300,0.75908597410030900,0.77353183458895600
23 May 12,0.46668268009884500,0.45456661771675900,0.44520061743649700,0.43732037839895700,0.43091170201928900,0.42568124734951000,0.42122581090535000,0.41729255143690700,0.41380041411598100,0.41075173385237700,0.40814742863844600,0.40595784315944800,0.40415940955862600,0.40274330606311600,0.40170291149003500,0.40103231765075000,0.40072611964668400,0.40077927606652500,0.40118706972160400,0.40194586146701200,0.40305385550391900,0.40451080313983900,0.40631766647448900,0.40847636615140800,0.41098951026407400,0.41385942250367200,0.41708738627402500,0.42067375957762100,0.42461813456756900,0.42891946518916000,0.43357617011661500,0.43858621638918600,0.44394718784069900,0.44965634145329300,0.45571065405051800,0.46210686120824800,0.46884149367441500,0.47591095934757300,0.48331162551372200,0.49103983171596800,0.49909189313829200,0.50746410350544300,0.51615273757820700,0.52515405330839000,0.53446429370649400,0.54407968846576400,0.55399645537892200,0.56421080157780200,0.57471890884625900,0.58551674885038600,0.59659990645102500,0.60796359755798300,0.61960270393671800,0.63151180414762400,0.64368520111013600,0.65611694671352400,0.66880086383708400,0.68173056609237900,0.69489947555779400,0.70830083873962500
24 May 12,0.46347415701339400,0.45216103882043200,0.44266399325699900,0.43420141148928700,0.42709920482425600,0.42149895103714300,0.41722420385610900,0.41384592207927900,0.41096736822320000,0.40839256628433100,0.40608204929710500,0.40405670127376300,0.40234900720346000,0.40098993336320800,0.39999785906567000,0.39938147158480700,0.39914261675549600,0.39927819937327400,0.39978166852015300,0.40064635393130100,0.40186831151427100,0.40344601262481900,0.40537981897930200,0.40767158882955000,0.41032430752219100,0.41334087272834000,0.41672291892582700,0.42047090481627100,0.42458431603644600,0.42906182733575600,0.43390143336452100,0.43910055493946000,0.44465612598817200,0.45056466515048200,0.45682233510526200,0.46342499200945500,0.47036823167360600,0.47764748571978600,0.48525811224886800,0.49319541247660600,0.50145463767094900,0.51003099509819900,0.51891965313949600,0.52811574570957200,0.53761437608636300,0.54741062024109300,0.55749952974323400,0.56787613430237100,0.57853543976196800,0.58947238017985100,0.60068177187873800,0.61215831957297600,0.62389662689762600,0.63589120576765400,0.64813648471612900,0.66062681633902800,0.67335648395638600,0.68631970758436400,0.69951064929998100,0.71292341806937000
25 May 12,0.46147867668304300,0.45070816410632100,0.44063290148234400,0.43134024928299700,0.42268004164793200,0.41464010702854800,0.40731417763964600,0.40082438258317900,0.39526257012421200,0.39064595024392000,0.38691020960974300,0.38394811979768900,0.38167552022055800,0.38004826137850200,0.37903027619878900,0.37858851894741400,0.37869207644501100,0.37931157569056100,0.38041880980255200,0.38198682429681000,0.38399001958406200,0.38640388309502900,0.38920475297192200,0.39236964083687700,0.39587625373363900,0.39970487467734600,0.40384012447978700,0.40827042396789700,0.41298733881204400,0.41798505538545000,0.42325995807019100,0.42881028581831300,0.43463585115637300,0.44073780877743200,0.44711846380298200,0.45378111200121300,0.46072983816768800,0.46796861307887300,0.47550047146722500,0.48332754749930200,0.49145118460078300,0.49987202959229100,0.50859011368998300,0.51760492246059700,0.52691545644917200,0.53652028389879600,0.54641758674016700,0.55660520083248200,0.56708063542345900,0.57784091757448500,0.58888244116545000,0.60020100834281800,0.61179188534352300,0.62364985211620800,0.63576924652926700,0.64814400384229200,0.66076769202262300,0.67363354340848800,0.68673448315214300,0.70006315481869800
28 May 12,0.46112813606753300,0.44683956754624400,0.43585496092677200,0.42651187397759200,0.41835442539746000,0.41110335362073500,0.40457616401725700,0.39865603632941100,0.39328590855806700,0.38847143371411800,0.38427187737630900,0.38076878669063100,0.37802468088095800,0.37606647904407300,0.37489235532388400,0.37448044909068600,0.37479475752163900,0.37578906398774900,0.37740996212377900,0.37960271802300500,0.38231589723750700,0.38550104585332200,0.38911204255028900,0.39310461264501000,0.39743634005507000,0.40207034276743600,0.40697813153609900,0.41213845161258300,0.41753603541878300,0.42316060468523700,0.42900606572392800,0.43506985558743200,0.44135240710821700,0.44785670834278500,0.45458793753966400,0.46155315894606400,0.46876095834894000,0.47622006906014900,0.48393820928851000,0.49192210765300200,0.50017762386444400,0.50870985216694100,0.51752321034564800,0.52662151659709700,0.53600805615016600,0.54568563919733700,0.55565665143048200,0.56592309825968500,0.57648662000861400,0.58734814842599900,0.59850747983121000,0.60996332025255600,0.62171338827346400,0.63375450646255600,0.64608268282954500,0.65869318355370700,0.67158059805672300,0.68473889734385600,0.69816148641212300,0.71184125141764100
29 May 12,0.46930792728999800,0.46295249435271600,0.45705070547567400,0.45173451361578700,0.44737463929665000,0.44401657186366700,0.44137100265661000,0.43916814592424400,0.43729073498381200,0.43571842217683800,0.43445671738730000,0.43350513845719700,0.43288642573360000,0.43263991210572000,0.43278838597594200,0.43334064447946500,0.43429560856288000,0.43564506636989500,0.43737577640845600,0.43947345853082000,0.44192594034629000,0.44472296800292500,0.44785578911524900,0.45131683995873400,0.45509954228033500,0.45919847914042800,0.46360953167876700,0.46832967815630500,0.47335680479637300,0.47868955445761000,0.48432720459601500,0.49026956810910900,0.49651691220842800,0.50306989160864300,0.50992949316996800,0.51709698976683100,0.52457385047610900,0.53236116679762500,0.54045916714841700,0.54886727742397600,0.55758421886673000,0.56660809195330600,0.57593644857660900,0.58556635438487400,0.59549444280885600,0.60571696204199100,0.61622981602308400,0.62702860029617300,0.63810862987790100,0.64946491507611400,0.66109212786070100,0.67298462690875300,0.68513648716001400,0.69754152608885500,0.71019332711022000,0.72308526047779100,0.73621050198233500,0.74956204971576000,0.76313273913033400,0.77691525659198700
30 May 12,0.46934245298119400,0.46439796533251000,0.45840607500262700,0.45239671385666500,0.44680423178875900,0.44185779458452700,0.43759244808898600,0.43392823159943800,0.43075549159832700,0.42800382175342200,0.42565466549515900,0.42372304391869400,0.42224349341498000,0.42124299605530300,0.42072477192383300,0.42067411002670100,0.42106364213848700,0.42185685869987200,0.42301103309865800,0.42448645501620900,0.42625511228997700,0.42829916084318800,0.43060871435390200,0.43318018638942200,0.43601487534090900,0.43911638468524600,0.44248861652203900,0.44613557977711400,0.45006137178420800,0.45427016355031300,0.45876618787289500,0.46355372968513500,0.46863711815657100,0.47402072018775700,0.47970893502012000,0.48570618974416400,0.49201688184227900,0.49864468388629400,0.50559185012590600,0.51285930967520000,0.52044682811336200,0.52835314600073400,0.53657609806705800,0.54511271614676700,0.55395931838957800,0.56311158683491600,0.57256463508321900,0.58231306750834000,0.59235103950056200,0.60267241090086900,0.61327089779640200,0.62414009955685700,0.63527350984575500,0.64666452640804600,0.65830645978998500,0.67019254112473000,0.68231592909839500,0.69466971619549300,0.70724693430924000,0.72004055979082500
31 May 12,0.46292355811208400,0.45459802018323400,0.44931848252104900,0.44562758275295500,0.44272048001938900,0.44012224288809400,0.43765749052250100,0.43531219170322300,0.43315754272268400,0.43128614510711900,0.42975992911799100,0.42859284780153900,0.42776569213587000,0.42725384191413700,0.42704029030949100,0.42711418514945200,0.42746901872344800,0.42810142098784400,0.42901032047566500,0.43019619077271000,0.43166047883176400,0.43340536140692500,0.43543358640043600,0.43774835387348100,0.44035317472981300,0.44325115658708000,0.44644435115466100,0.44993386585482600,0.45372002662978200,0.45780250818834900,0.46218043904360200,0.46685248685596200,0.47181692825934600,0.47707170636507300,0.48261447840794800,0.48844265545132900,0.49455343686204300,0.50094385242192000,0.50761079899360300,0.51455105858975300,0.52176131237913900,0.52923815269186200,0.53697809334944000,0.54497757858623100,0.55323299078134400,0.56174065718203400,0.57049685576878900,0.57949782038729400,0.58873974093568000,0.59821871650952900,0.60793071032290100,0.61787155748248900,0.62803697707321700,0.63842258290099100,0.64902389306352800,0.65983633849572400,0.67085527061551400,0.68207596817878700,0.69349364343718700,0.70510344768012400
01 Jun 12,0.46238224823169900,0.45115469175642600,0.44045095411508400,0.43014741072994100,0.42042533079625200,0.41139260819473200,0.40307497704324100,0.39545351201813500,0.38850257089384200,0.38220492465572600,0.37655456995510800,0.37155268053043100,0.36720182570384700,0.36349858297204900,0.36042695762617600,0.35796141613582200,0.35606969167257500,0.35471465447057100,0.35385619498498000,0.35345926401948400,0.35350040485389400,0.35396589203693500,0.35484961589661300,0.35615149591952800,0.35787604739186000,0.36002884692734200,0.36261359362359700,0.36563218004341600,0.36908500368602000,0.37297121616431500,0.37728892415430400,0.38203535266647500,0.38720697863148700,0.39279964091190600,0.39880863145479700,0.40522877125220000,0.41205444291673400,0.41927931561943800,0.42689611234486800,0.43489669942745900,0.44327219102105000,0.45201303864419100,0.46110910823076300,0.47054974667368400,0.48032383949613400,0.49041986100043600,0.50082591801495100,0.51152978817262700,0.52251898476996600,0.53378115445823300,0.54530445521381300,0.55707754550346500,0.56908953706829700,0.58132995295390900,0.59378869011908500,0.60645598605068300,0.61932238889274900,0.63237873066573100,0.64561610320915100,0.65902583653001600
04 Jun 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Jun 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jun 12,0.45795245368525300,0.44686777760446000,0.43700648189952000,0.42817576235881900,0.42042447434844000,0.41380617925708900,0.40822758936098500,0.40348483857830600,0.39943544426178500,0.39605857604003900,0.39337291328912600,0.39138122035743200,0.39003436418495200,0.38925943127143500,0.38900068323670300,0.38921720532023600,0.38987854649303400,0.39096181286553300,0.39244967722245800,0.39432896822962100,0.39658966205937100,0.39922416533009000,0.40222678674835200,0.40559334084055200,0.40932079267010700,0.41340646416959300,0.41784741684350900,0.42264044995291000,0.42778214572979100,0.43326890554859400,0.43909697909678800,0.44526248807595100,0.45176144559357600,0.45858977213279000,0.46574330878440400,0.47321782827362200,0.48100903948549700,0.48911253449057800,0.49752373449684000,0.50623790382503600,0.51525016904117700,0.52455553535590200,0.53414890073557600,0.54402506808913200,0.55417875583001400,0.56460460706046400,0.57529719758335300,0.58625104291253700,0.59746059994326700,0.60892021960242700,0.62062410118997200,0.63256630146450800,0.64474074809058900,0.65714125159186000,0.66976151600024300,0.68259514836411900,0.69563566725565400,0.70887651039806800,0.72231104151723300,0.73593255650811900
07 Jun 12,0.47401183208917000,0.46592191109389700,0.45690017318108500,0.44884988885187400,0.44282875015736900,0.43881951525134500,0.43617786758945000,0.43419534537679400,0.43238228420471000,0.43050780447304700,0.42851971988113900,0.42646841498955900,0.42447412279531600,0.42267173033256200,0.42116049507422200,0.42001116353154200,0.41927435683105800,0.41898616109923100,0.41917189608662600,0.41984805353805600,0.42102354087331200,0.42270131080362900,0.42487965583054500,0.42755317912292200,0.43071359959152200,0.43435117081695700,0.43845591302658400,0.44301775637852500,0.44802655649226200,0.45347210687174200,0.45934414892401800,0.46563238009938500,0.47232646055149000,0.47941601862214400,0.48689065538586200,0.49473994843698700,0.50295346560788900,0.51152089065543500,0.52043213862473700,0.52967733962809800,0.53924681261731900,0.54913104290280200,0.55932066280953200,0.56980643497087100,0.58057923784985100,0.59163005314899300,0.60294995482737900,0.61453009949059900,0.62636172183974000,0.63843617295864400,0.65074495745745200,0.66327972346980100,0.67603224911288200,0.68899443045191700,0.70215827077761900,0.71551587103248700,0.72905942124485300,0.74278119284907500,0.75667353178672100,0.77072885229762900
08 Jun 12,0.47521728027218700,0.46479201281948600,0.45377398235633400,0.44360838954226600,0.43488547287849500,0.42779259214703300,0.42217456792428500,0.41766582265644700,0.41388735577354100,0.41056809107289900,0.40756002161475600,0.40480841862241700,0.40233737243833300,0.40020666140012500,0.39846269096505300,0.39713867619840000,0.39625852124602200,0.39583940570085500,0.39589333614335400,0.39642580296130800,0.39743453573091200,0.39891098751889300,0.40084169933978200,0.40320932350011900,0.40599364691143500,0.40917500300339200,0.41273713029676200,0.41666684960040900,0.42095353258259200,0.42558867662772700,0.43056556197894800,0.43587897316642800,0.44152497108510400,0.44750070529397300,0.45380425849266100,0.46043451691854600,0.46739099943799500,0.47467310679792100,0.48227948637710400,0.49020806870881600,0.49845615490100000,0.50702049156785400,0.51589733530585900,0.52508250837759400,0.53457144697107400,0.54435924316437000,0.55444068153304500,0.56481027118167300,0.57546226790908100,0.58639062896200100,0.59758896796647900,0.60905058068147500,0.62076847498632500,0.63273539753625200,0.64494385751002400,0.65738614781320300,0.67005436404947500,0.68294042152944100,0.69603607054969000,0.70933291014395500
11 Jun 12,0.47176994502786700,0.46202075521181500,0.45310474248228400,0.44664113561261600,0.44183484663122600,0.43782685621592900,0.43414231281755100,0.43063496393258700,0.42733282448600600,0.42430957007720500,0.42160703341528800,0.41922152799506000,0.41714697040634800,0.41539503134420500,0.41398040664929200,0.41291885388377300,0.41222688006028600,0.41192153346125500,0.41201996041859400,0.41253608289471200,0.41347811063458300,0.41484954311937100,0.41665019353679500,0.41887695675893600,0.42152447112667200,0.42458637868104300,0.42805630534320500,0.43192793354414800,0.43619499248162400,0.44085125032568100,0.44589050793281400,0.45130659373870700,0.45709335957956300,0.46324467725085700,0.46975443565601200,0.47661653843028600,0.48382489560098400,0.49137335474513500,0.49925564273830100,0.50746537496942900,0.51599606893678200,0.52484115590158000,0.53399399091557800,0.54344786148122000,0.55319599505712700,0.56323156558459600,0.57354769918092900,0.58413747912110600,0.59499394730962600,0.60611006635996700,0.61747867623756600,0.62909250002429200,0.64094415494481500,0.65302616216819800,0.66533095554022400,0.67785088938012100,0.69057824545657000,0.70350523924206900,0.71662402553124700,0.72992670349735700
12 Jun 12,0.47204450678363700,0.46291846818559900,0.45167503355402800,0.44243533199398400,0.43548104567360400,0.43024537164820100,0.42603790825442900,0.42239099104846100,0.41910163066712200,0.41610032977623100,0.41334382478456400,0.41078614197893200,0.40843616306354300,0.40635252476418800,0.40458782275129800,0.40318668610257400,0.40218812041850100,0.40162706989934900,0.40153516541407400,0.40193803629748600,0.40285326791058500,0.40429191389759700,0.40625991612438200,0.40875916963226000,0.41178831140006900,0.41534312897987600,0.41941687832475100,0.42400071746461500,0.42908406821713100,0.43465490555640500,0.44069999097486100,0.44720506208974600,0.45415498777573400,0.46153389592118900,0.46932527928335300,0.47751208370099500,0.48607685166789800,0.49500252155957600,0.50427310390202500,0.51387361179358400,0.52378993864000900,0.53400875335596900,0.54451741018959900,0.55530387084368700,0.56635663698071900,0.57766469153161000,0.58921744749692400,0.60100470314796300,0.61301661011874100,0.62524373512687000,0.63767712910970800,0.65030829248117000,0.66312913272845300,0.67613192672006000,0.68930928712569000,0.70265413243398100,0.71615966012628900,0.72981932262559400,0.74362680569127600,0.75757600897441300
13 Jun 12,0.46653861085659800,0.45879765806274200,0.45058387068580400,0.44278608419541200,0.43577660267510400,0.42951157563985700,0.42388914720111900,0.41882164261011100,0.41423464026220700,0.41007717631104300,0.40631715471298700,0.40294212897508600,0.39995846027126600,0.39738284119478700,0.39523526130055800,0.39353765879125800,0.39231334738563500,0.39158663423071200,0.39138210932311200,0.39171965009746900,0.39261068200872700,0.39405965701106700,0.39606556953630400,0.39862309347771400,0.40172353576786800,0.40535643018972000,0.40951077700745100,0.41417521812171800,0.41933809885647400,0.42498751738841300,0.43111136460943500,0.43769735651489200,0.44473306070306700,0.45220591819827200,0.46010326153284500,0.46841232981547500,0.47712029582459200,0.48621446314500300,0.49568246129078800,0.50551222762710000,0.51569196982767900,0.52621013369524400,0.53705537547209200,0.54821653792649700,0.55968262962761200,0.57144280692362800,0.58348635822059800,0.59580269022641700,0.60838132231775900,0.62121195172173200,0.63428451660256300,0.64758918078762300,0.66111631247846400,0.67485646532727500,0.68880036157774600,0.70293887701224900,0.71726302748352700,0.73176395683967100,0.74643292607705600,0.76126130357797400
14 Jun 12,0.46764884499857700,0.45039653059822200,0.43759724893506200,0.42681277651091700,0.41801824940411800,0.41085953542979500,0.40490941313148200,0.39983746326480200,0.39549545867179800,0.39182164615981700,0.38873409715663800,0.38613144262003500,0.38392752272010500,0.38207125211898800,0.38053664143030100,0.37931492413125300,0.37840949101453000,0.37783251315621600,0.37760246782865900,0.37774037765191800,0.37826671576147900,0.37920125782536400,0.38056323365880800,0.38237144094358800,0.38464414619259200,0.38739680194438900,0.39063991701821300,0.39437965891542000,0.39861860231864800,0.40335632789493400,0.40858990520146200,0.41431428504647200,0.42052262051182900,0.42720653132454900,0.43435632290749300,0.44196116892160700,0.45000929445920700,0.45848845774508700,0.46738638358848800,0.47669080396555800,0.48638945714536700,0.49647008694075300,0.50692044206370200,0.51772827556861800,0.52888134436983800,0.54036740882207500,0.55217423235441600,0.56428958115007800,0.57670123936255100,0.58939719132509500,0.60236579573874000,0.61559576867345900,0.62907614985413500,0.64279627269251100,0.65674573758839600,0.67091438809143300,0.68529228957216800,0.69986971009956600,0.71463710326317200,0.72958509271306100
15 Jun 12,0.45417246867726500,0.42427255299724600,0.40426414436106900,0.38885563924187900,0.37704084280232400,0.36779355056441800,0.36024606522890900,0.35383228396540000,0.34827360482709700,0.34344727076571600,0.33927261269155700,0.33567612616880200,0.33259757882583600,0.32999795878386900,0.32785378144277300,0.32615227403379100,0.32488822508140400,0.32406188404409200,0.32367736541372000,0.32373976251238700,0.32425287822265400,0.32521931471377100,0.32664073446535900,0.32851805603608200,0.33085160202792700,0.33364120414136600,0.33688628420093800,0.34058592639498600,0.34473893548880000,0.34934388339511700,0.35439914673099300,0.35990293733274900,0.36585332722274700,0.37224826917027200,0.37908561372768200,0.38636312342720000,0.39407841999225900,0.40222831007301300,0.41080821471485500,0.41981228272698500,0.42923354583316500,0.43906405165807200,0.44929497815743900,0.45991673244405300,0.47091903643698800,0.48229100133917600,0.49402119260720300,0.50609768679989800,0.51850813901171200,0.53124003335078700,0.54428091913735600,0.55761842614290200,0.57124025700044800,0.58513418045811000,0.59928802536864300,0.61368967532295000,0.62832706384848900,0.64318817010440200,0.65826101501442100,0.67353365778648200
