,"UK instantaneous commercial bank liability forward curve, short end",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jan 06,4.57646686226038000,4.56022650136377000,4.54323967107826000,4.52450182698701000,4.50528674963525000,4.48795238529557000,4.47619309446657000,4.47238575826235000,4.47579497363937000,4.48361291825902000,4.49436024153441000,4.50688540264383000,4.52009165911192000,4.53316211529947000,4.54540730528047000,4.55634500471189000,4.56570085798999000,4.57327802795377000,4.57899938917762000,4.58287515662757000,4.58497347958672000,4.58547463545945000,4.58457709309122000,4.58247932132746000,4.57935964728234000,4.57531583090972000,4.57042549031701000,4.56476624361122000,4.55841570889933000,4.55145150428832000,4.54395124788520000,4.53599255779695000,4.52765305213055000,4.51901034899300000,4.51014206649130000,4.50112582273242000,4.49203005949985000,4.48288270580524000,4.47370051388859000,4.46450023562939000,4.45529862290711000,4.44611242760125000,4.43695840159129000,4.42785329675670000,4.41881386497697000,4.40985685813159000,4.40099902810004000,4.39225712676179000,4.38364571603333000,4.37516756213973000,4.36682147738112000,4.35860627118825000,4.35052075299188000,4.34256373222275000,4.33473401831162000,4.32703042068923000,4.31945174878635000,4.31199681203371000,4.30466441986208000,4.29745338170220000
24 Jan 06,4.57515151736731000,4.55629171547285000,4.53613762355464000,4.51811847110727000,4.50416410293935000,4.49484943643667000,4.49151104436478000,4.49404642248915000,4.50122268867695000,4.51145922024216000,4.52376697468467000,4.53729307919797000,4.55112688452296000,4.56447525791045000,4.57665683697168000,4.58715066155375000,4.59569129715602000,4.60212519610039000,4.60647704056286000,4.60891565199338000,4.60962662918331000,4.60877241225503000,4.60651205176676000,4.60300459827672000,4.59839840535837000,4.59279903852457000,4.58630136624134000,4.57900025697494000,4.57099057919160000,4.56236720135758000,4.55322499193914000,4.54365881940252000,4.53376355221397000,4.52363405883973000,4.51336520774607000,4.50305186739924000,4.49277860441982000,4.48257449717993000,4.47245002437312000,4.46241565119541000,4.45248184284282000,4.44265906451137000,4.43295778139706000,4.42338845869592000,4.41396156160397000,4.40468755531722000,4.39557690503168000,4.38664007594338000,4.37788495958297000,4.36930690170360000,4.36089743094943000,4.35264807506713000,4.34455036180340000,4.33659581890494000,4.32877597411842000,4.32108235519054000,4.31350648986799000,4.30603990589746000,4.29867413102564000,4.29140069299922000
25 Jan 06,4.57706656206439000,4.56216928071597000,4.55163659563427000,4.54492662776769000,4.53921423451513000,4.53471010488370000,4.53377250189203000,4.53740658283263000,4.54514416615260000,4.55619020271494000,4.56964221732208000,4.58427559623189000,4.59886760168804000,4.61261087948560000,4.62498614295492000,4.63576140353444000,4.64474088259490000,4.65179674103839000,4.65693558326748000,4.66012581820643000,4.66141071960267000,4.66102460644577000,4.65922697231126000,4.65627731077466000,4.65240390246519000,4.64771017587072000,4.64226834635211000,4.63615062927069000,4.62942923998778000,4.62217639386471000,4.61446430626280000,4.60636519254338000,4.59795126806776000,4.58929474819728000,4.58046784829326000,4.57154278371702000,4.56258372935403000,4.55361566545682000,4.54465164715117000,4.53570472675941000,4.52678795660388000,4.51791438900693000,4.50909707629087000,4.50034907077806000,4.49168342479083000,4.48311319065151000,4.47465142068244000,4.46631116720596000,4.45810303447749000,4.45002681870790000,4.44207933435127000,4.43425739576556000,4.42655781730875000,4.41897741333882000,4.41151299821374000,4.40416138629148000,4.39691939193002000,4.38978382948733000,4.38275151332139000,4.37581925779016000
26 Jan 06,4.57674818600296000,4.56674906781837000,4.55736779950163000,4.55084593416672000,4.54835909069882000,4.55065255935793000,4.55741965208580000,4.56726412795468000,4.57861033030269000,4.59087820269508000,4.60400120094312000,4.61762214779698000,4.63119649800239000,4.64424806172125000,4.65639444390907000,4.66735051820566000,4.67687186069474000,4.68472085712904000,4.69073684197293000,4.69502471841883000,4.69774663968561000,4.69906475899211000,4.69914122955721000,4.69813820459976000,4.69620600856707000,4.69343730468154000,4.68990721252796000,4.68569084756692000,4.68086332525900000,4.67549976106478000,4.66967527044485000,4.66346496885979000,4.65694397177020000,4.65018739463665000,4.64327035291973000,4.63626796208003000,4.62924521727770000,4.62222243331483000,4.61520759845696000,4.60820870057203000,4.60123372752797000,4.59429066719275000,4.58738750743430000,4.58053223612056000,4.57373284111948000,4.56699731029901000,4.56033363152708000,4.55374979267165000,4.54725222544127000,4.54084049120842000,4.53451225593652000,4.52826518552775000,4.52209694588429000,4.51600520290834000,4.50998762250209000,4.50404187056771000,4.49816561300740000,4.49235651572335000,4.48661224461773000,4.48093046559275000
27 Jan 06,4.57170769181836000,4.56388834963573000,4.55683336638080000,4.55350847197898000,4.55400308587910000,4.55649989793652000,4.56051564202947000,4.56708142735666000,4.57637780704436000,4.58790386197328000,4.60118020000058000,4.61535049887674000,4.62959368858680000,4.64332674690679000,4.65609295109945000,4.66752294799127000,4.67738726056752000,4.68553626980514000,4.69191884406152000,4.69651287695961000,4.69938595210539000,4.70076174684958000,4.70088048019108000,4.69998237112881000,4.69828020638412000,4.69586566142730000,4.69279699928254000,4.68913248189602000,4.68493037121389000,4.68024892918231000,4.67514641774745000,4.66968109885548000,4.66391123445255000,4.65789508648482000,4.65169091689847000,4.64535698763964000,4.63894364698620000,4.63246630497235000,4.62593073277570000,4.61934270126311000,4.61270798130145000,4.60603234375759000,4.59932155949839000,4.59258139939072000,4.58581763430144000,4.57903603509742000,4.57224237264553000,4.56544241781263000,4.55864194533022000,4.55184674699117000,4.54506261929565000,4.53829535874390000,4.53155076183614000,4.52483462507260000,4.51815274495352000,4.51151091797913000,4.50491494064966000,4.49837060946533000,4.49188372092639000,4.48546007153306000
30 Jan 06,4.57106488772925000,4.56378079383447000,4.55832148144570000,4.55400276585006000,4.55111394541820000,4.55135986755894000,4.55573056144191000,4.56399919544382000,4.57525532214775000,4.58875561489574000,4.60405838387768000,4.62036530386655000,4.63689030568295000,4.65300900698795000,4.66817060596397000,4.68192211461802000,4.69395408691080000,4.70407283331626000,4.71220156091134000,4.71825900849021000,4.72230075146612000,4.72457851976171000,4.72535862481706000,4.72490737807228000,4.72346005834815000,4.72112781363241000,4.71799075911429000,4.71412900998326000,4.70962268142875000,4.70455188864024000,4.69899674680718000,4.69303737111902000,4.68675387676522000,4.68022637893525000,4.67353499281855000,4.66675983360458000,4.65997049533815000,4.65319012200885000,4.64642904284110000,4.63969758664595000,4.63300608223443000,4.62636485841760000,4.61978424400649000,4.61327456781215000,4.60684615864562000,4.60050934531796000,4.59427445664020000,4.58815182142338000,4.58214994679541000,4.57626752783961000,4.57049997063484000,4.56484267887300000,4.55929105624598000,4.55384050644566000,4.54848643316395000,4.54322424009272000,4.53804933092388000,4.53295710934932000,4.52794297906092000,4.52300234375057000
31 Jan 06,4.57563563450732000,4.56619806168230000,4.55794347919328000,4.55274156957782000,4.55169672782645000,4.55523490594055000,4.56270845414891000,4.57280276527196000,4.58374823583333000,4.59459657430882000,4.60530795381531000,4.61611647281943000,4.62723707933376000,4.63854925779758000,4.64965094443990000,4.65996080744360000,4.66906823697103000,4.67671131999904000,4.68279295823071000,4.68729017086086000,4.69027217222714000,4.69190908503528000,4.69237763053874000,4.69185452999099000,4.69049553565320000,4.68837252357469000,4.68553640069202000,4.68203807394159000,4.67792845025979000,4.67325843658303000,4.66807893984770000,4.66244086699022000,4.65639512494698000,4.64999262065438000,4.64328426104882000,4.63632095306671000,4.62915065363634000,4.62180543022370000,4.61431202414222000,4.60669717284012000,4.59898761376566000,4.59121008436707000,4.58339132209260000,4.57555806439048000,4.56773704870895000,4.55995501249625000,4.55223869320063000,4.54461482827032000,4.53710647684424000,4.52971876750631000,4.52245137338840000,4.51530396633980000,4.50827621820980000,4.50136780084771000,4.49457838610283000,4.48790764582446000,4.48135525186190000,4.47492087606444000,4.46860419028139000,4.46240486636204000
01 Feb 06,4.58196564860863000,4.56573225640599000,4.55742779842782000,4.55629778859176000,4.55996703271328000,4.56549357987875000,4.57144554961391000,4.57747990156081000,4.58379327594575000,4.59141812418963000,4.60123200527153000,4.61314364821513000,4.62662908123069000,4.64099206196421000,4.65544680395894000,4.66918660966886000,4.68155446610496000,4.69201752207646000,4.70014508414113000,4.70548840446367000,4.70797690322407000,4.70799360808083000,4.70594747273737000,4.70224745089711000,4.69725684069086000,4.69115631743261000,4.68408090060090000,4.67616560967422000,4.66754546413104000,4.65835548344983000,4.64873068710907000,4.63880609458723000,4.62871672536280000,4.61859759891424000,4.60858373472003000,4.59881015225865000,4.58939142101017000,4.58034242354665000,4.57164771229202000,4.56329183254007000,4.55525932958458000,4.54753474871931000,4.54010263523804000,4.53294753443455000,4.52605399160262000,4.51940655203601000,4.51298976102851000,4.50678816387389000,4.50078628302432000,4.49496854009025000,4.48931932886036000,4.48382304312280000,4.47846407666567000,4.47322682327710000,4.46809567674520000,4.46305503085811000,4.45808927940393000,4.45318281617079000,4.44832003494681000,4.44348532952011000
02 Feb 06,4.58298015925458000,4.56852341070613000,4.56428568966551000,4.56732326143368000,4.57361169944379000,4.58066178391829000,4.58860803956574000,4.59916878729897000,4.61338555206813000,4.63133948313332000,4.65144924456582000,4.67077828911031000,4.68672642717499000,4.69821615088296000,4.70585324609492000,4.71146969974078000,4.71645077756836000,4.72136907556012000,4.72595746615591000,4.72974034100274000,4.73245366153059000,4.73410267547071000,4.73470598312951000,4.73428218481336000,4.73285866635116000,4.73050563999716000,4.72730634810091000,4.72334403607522000,4.71870194933294000,4.71346333328689000,4.70771143334989000,4.70152949493478000,4.69500076345439000,4.68820848432155000,4.68123590294907000,4.67416626474980000,4.66707117795919000,4.65997087355817000,4.65287140843336000,4.64577883901424000,4.63869922173027000,4.63163861301093000,4.62460306928567000,4.61759864698397000,4.61063140253529000,4.60370739236911000,4.59683267291488000,4.59001330060207000,4.58325306727569000,4.57654576679769000,4.56988243475586000,4.56325410664898000,4.55665181797586000,4.55006660423529000,4.54348950092607000,4.53691154354699000,4.53032376759686000,4.52371720857447000,4.51708290197861000,4.51041188330809000
03 Feb 06,4.58412197749729000,4.57114189301100000,4.56482061618134000,4.56210622736245000,4.56284645413176000,4.56752969015689000,4.57531396749293000,4.58481178273605000,4.59560859912481000,4.60819682768211000,4.62293627164251000,4.63949749448933000,4.65712167668786000,4.67497938366288000,4.69230103580746000,4.70840106557846000,4.72275330620134000,4.73497826126368000,4.74480313074476000,4.75193801091863000,4.75640774696427000,4.75855638379661000,4.75874157831738000,4.75732098742833000,4.75461580406646000,4.75078623575977000,4.74594807701790000,4.74021712091733000,4.73370916053457000,4.72653998894610000,4.71882539922842000,4.71068118445802000,4.70222313771140000,4.69356705206505000,4.68482872059547000,4.67612393637914000,4.66755110994903000,4.65913190922826000,4.65086683018358000,4.64275636809891000,4.63480101825815000,4.62700127594520000,4.61935763644397000,4.61187059503836000,4.60454064701228000,4.59736828764962000,4.59035401223431000,4.58349831605023000,4.57680092239004000,4.57025814625824000,4.56386536237054000,4.55761794541231000,4.55151127006888000,4.54554071102559000,4.53970164296779000,4.53398944058083000,4.52839947855004000,4.52292713156077000,4.51756777429837000,4.51231678144818000
06 Feb 06,4.57770417454370000,4.56596082962594000,4.55570695451462000,4.54862871192986000,4.54715198123509000,4.55211086973679000,4.56183874651116000,4.57391727989921000,4.58687425953406000,4.60037787866860000,4.61447132241205000,4.62909254383740000,4.64391178942543000,4.65851894269665000,4.67251048113236000,4.68549488222404000,4.69712362094488000,4.70710506033535000,4.71519458212764000,4.72119780813740000,4.72513672598730000,4.72719289352616000,4.72755190717154000,4.72639936334102000,4.72391010745287000,4.72021598080453000,4.71543807363217000,4.70969747617199000,4.70311527866019000,4.69581257133295000,4.68791044442646000,4.67952998817694000,4.67079229282056000,4.66181844859352000,4.65272954573201000,4.64364667447224000,4.63467355713609000,4.62583723802208000,4.61714360729091000,4.60859855442095000,4.60020796889053000,4.59197774017802000,4.58391375776176000,4.57602191112012000,4.56830808973144000,4.56077818307407000,4.55343808062637000,4.54629367186669000,4.53934850696248000,4.53259353596386000,4.52601548535211000,4.51960107854335000,4.51333703895372000,4.50721008999935000,4.50120695509639000,4.49531435766096000,4.48951902110921000,4.48380766885726000,4.47816702432124000,4.47258381091731000
07 Feb 06,4.57779271364195000,4.56377270987109000,4.55085530061038000,4.53972895531511000,4.53128897485117000,4.52691184144150000,4.52785915552999000,4.53327031451220000,4.54207535199404000,4.55368047731568000,4.56750613559596000,4.58258955537867000,4.59816327611256000,4.61365015887420000,4.62861288623480000,4.64266332011654000,4.65539117844143000,4.66638107055380000,4.67533493912900000,4.68235967271689000,4.68764945614753000,4.69139847425100000,4.69380091185733000,4.69505095379661000,4.69532377969955000,4.69471854818094000,4.69331541254671000,4.69119452610280000,4.68843604215517000,4.68512011400976000,4.68132689497255000,4.67713653834946000,4.67262919744648000,4.66788502556953000,4.66298417602459000,4.65800680211760000,4.65302274946252000,4.64804634393469000,4.64307330117553000,4.63809932332124000,4.63312011250799000,4.62813137087198000,4.62312880054940000,4.61810810367644000,4.61306498238929000,4.60799513882413000,4.60289427511716000,4.59775809340457000,4.59258164945381000,4.58735684819508000,4.58207463590269000,4.57672595862542000,4.57130176241208000,4.56579299331147000,4.56019059737238000,4.55448552064359000,4.54866870917392000,4.54273110901216000,4.53666366620709000,4.53045732680753000
08 Feb 06,4.57468873803227000,4.55759935409842000,4.54134821631330000,4.52893500009822000,4.51996909470791000,4.51334764946953000,4.51015047333224000,4.51118515520911000,4.51631323356990000,4.52510687889849000,4.53710955629395000,4.55144213185791000,4.56722830781129000,4.58372443646475000,4.60024005361112000,4.61611895005916000,4.63081479871024000,4.64380327448922000,4.65469512613954000,4.66356727501417000,4.67059713771122000,4.67596213082879000,4.67983967096498000,4.68240717471790000,4.68382852487545000,4.68421346882882000,4.68365822008106000,4.68225899213519000,4.68011199849424000,4.67731345266127000,4.67395956813929000,4.67014655843136000,4.66597063704049000,4.66152801746974000,4.65691491322214000,4.65222753780071000,4.64754873970975000,4.64289621755078000,4.63826784780196000,4.63366150228156000,4.62907505280784000,4.62450637119905000,4.61995332927344000,4.61541379884928000,4.61088565174482000,4.60636675977831000,4.60185499476801000,4.59734822853218000,4.59284371327399000,4.58833596564086000,4.58381874758581000,4.57928582103775000,4.57473094792558000,4.57014789017820000,4.56553040972453000,4.56087226849347000,4.55616722841392000,4.55140905141478000,4.54659149942498000,4.54170833437340000
09 Feb 06,4.57483155744547000,4.55600471646701000,4.53976989188554000,4.52937678225055000,4.52332603454505000,4.51863382868050000,4.51459461500701000,4.51265161568591000,4.51453499761773000,4.52093630385723000,4.53149925868971000,4.54529950986943000,4.56127143360323000,4.57842660541711000,4.59593429551963000,4.61306968059700000,4.62920896128409000,4.64385396795364000,4.65654089100340000,4.66675386802734000,4.67448563425793000,4.68004112168815000,4.68372925284593000,4.68585895025916000,4.68671171686013000,4.68643539441258000,4.68513715778129000,4.68292417227144000,4.67990360318819000,4.67618261583671000,4.67186837552216000,4.66706804754972000,4.66188879722454000,4.65643778985179000,4.65082219073664000,4.64514916518426000,4.63951018812527000,4.63392746267835000,4.62840408106941000,4.62294313490798000,4.61754771580360000,4.61222091536582000,4.60696582520419000,4.60178553692823000,4.59668314214749000,4.59166173247152000,4.58672439950986000,4.58187423487205000,4.57711288594081000,4.57243562393682000,4.56783596100615000,4.56330740923800000,4.55884348072157000,4.55443768754605000,4.55008354180063000,4.54577455557453000,4.54150424095692000,4.53726611003701000,4.53305367490400000,4.52886044764707000
10 Feb 06,4.57713640520553000,4.55827768287669000,4.54154104548150000,4.52601874836591000,4.51262815733616000,4.50332401687660000,4.49910594267026000,4.49920771406057000,4.50251666387332000,4.50867151334895000,4.51796380599016000,4.53088809274968000,4.54748871914660000,4.56703277021403000,4.58793576547725000,4.60833960583614000,4.62668439096863000,4.64222780858524000,4.65468232072060000,4.66390478167511000,4.67012796362705000,4.67377497724628000,4.67527076257517000,4.67504025965611000,4.67346325618237000,4.67072019594013000,4.66693652726549000,4.66223769672057000,4.65674915086751000,4.65059633626846000,4.64390469948554000,4.63679968708089000,4.62940674561664000,4.62185132165494000,4.61425886175792000,4.60675481248771000,4.59944404614105000,4.59234060119510000,4.58543345665010000,4.57871159069801000,4.57216398153082000,4.56577960734050000,4.55954744631902000,4.55345647665836000,4.54749567655049000,4.54165402418740000,4.53592049776104000,4.53028407546341000,4.52473337154856000,4.51925539350882000,4.51383670555874000,4.50846387189844000,4.50312345672801000,4.49780202424757000,4.49248613865722000,4.48716236415706000,4.48181726494722000,4.47643740522778000,4.47100934919887000,4.46551966106058000
13 Feb 06,4.57339712646960000,4.55433267086142000,4.53561889804439000,4.52015668813261000,4.50887942137135000,4.50083138245764000,4.49556607063487000,4.49300223327713000,4.49406362100034000,4.49980935393522000,4.51025918017319000,4.52427930762859000,4.54044632692641000,4.55748963509811000,4.57441069463414000,4.59038260053836000,4.60488453436330000,4.61761160467479000,4.62834160104747000,4.63695439078694000,4.64359473503937000,4.64850994808688000,4.65194764888954000,4.65415545640741000,4.65535245220864000,4.65564356796320000,4.65510519778524000,4.65381373578869000,4.65184557608745000,4.64927711279543000,4.64618474002656000,4.64264485189475000,4.63873384251392000,4.63452810599797000,4.63010403646083000,4.62553802801641000,4.62089640783833000,4.61620105832314000,4.61146160032354000,4.60668765429671000,4.60188884069985000,4.59707477999017000,4.59225509262487000,4.58743939906113000,4.58263731975617000,4.57785847516717000,4.57311248575135000,4.56840897196589000,4.56375606926198000,4.55915391447502000,4.55459996329814000,4.55009166947878000,4.54562648676437000,4.54120186890235000,4.53681526964013000,4.53246414272516000,4.52814594190486000,4.52385812092666000,4.51959813353800000,4.51536343348631000
14 Feb 06,4.56937269989770000,4.54085916918245000,4.50684502933834000,4.47559279420805000,4.45286839951271000,4.43949616861274000,4.43321741956770000,4.43198678289980000,4.43463576495414000,4.44118873865627000,4.45172236371481000,4.46552390087386000,4.48174590707413000,4.49948725612596000,4.51789929088371000,4.53614292494454000,4.55340977261085000,4.56889761204489000,4.58200148116241000,4.59279720927810000,4.60150738743647000,4.60835460668205000,4.61356145805936000,4.61735053261291000,4.61992410688729000,4.62140319919238000,4.62188851322134000,4.62148075266721000,4.62028062122305000,4.61838882258191000,4.61590606043682000,4.61293303848083000,4.60957046040700000,4.60591902990837000,4.60207945067798000,4.59815242640888000,4.59422644921581000,4.59032423667997000,4.58644645873800000,4.58259376932687000,4.57876682238355000,4.57496627184498000,4.57119277164815000,4.56744697573001000,4.56372953802752000,4.56004111247764000,4.55638235301734000,4.55275391358358000,4.54915582924726000,4.54558511830946000,4.54203788120553000,4.53851021815504000,4.53499822937752000,4.53149801509254000,4.52800567551964000,4.52451731087837000,4.52102902138829000,4.51753690726895000,4.51403706873991000,4.51052560602070000
15 Feb 06,4.56806391061083000,4.54074918539065000,4.51291440390364000,4.48817149877350000,4.46843081033028000,4.45477824196616000,4.44744210392988000,4.44496944350573000,4.44656899049312000,4.45274162266516000,4.46366162708268000,4.47818382587262000,4.49502092579289000,4.51289302569850000,4.53078219838095000,4.54780288815381000,4.56336496298051000,4.57715651788318000,4.58894360565956000,4.59855291545193000,4.60615277414222000,4.61202712480530000,4.61646000094804000,4.61973543607729000,4.62209859617155000,4.62363917665012000,4.62440800517953000,4.62445590942658000,4.62383371705806000,4.62259225574077000,4.62078235314151000,4.61845483692708000,4.61566053476428000,4.61245027431989000,4.60887488326073000,4.60498518925359000,4.60082871822026000,4.59643690117864000,4.59183627220672000,4.58705336423123000,4.58211471017889000,4.57704684297646000,4.57187629555065000,4.56662960082821000,4.56133329173587000,4.55601390120035000,4.55069796214840000,4.54541200750675000,4.54017874531698000,4.53500399701935000,4.52988892532646000,4.52483469280068000,4.51984246200441000,4.51491339550003000,4.51004865584994000,4.50524940561653000,4.50051680736217000,4.49585202364928000,4.49125621704023000,4.48673055009741000
16 Feb 06,4.56835808365543000,4.53916793357486000,4.51517469572387000,4.49523890895641000,4.47876052155517000,4.46596045091446000,4.45804514396316000,4.45547827865005000,4.45761905115095000,4.46443013937583000,4.47621555493154000,4.49135769436400000,4.50881151733520000,4.52744970981152000,4.54627531537729000,4.56435731894783000,4.58094481684520000,4.59532296757963000,4.60698074731853000,4.61611055655055000,4.62305643659035000,4.62816242875261000,4.63177257435199000,4.63423091470317000,4.63584337855131000,4.63673010887340000,4.63695472264869000,4.63658082356850000,4.63567201532415000,4.63429190160695000,4.63250408610822000,4.63037217251928000,4.62795976453144000,4.62533046583604000,4.62254788012437000,4.61967561108777000,4.61676774158052000,4.61383632068426000,4.61088180109112000,4.60790463511918000,4.60490527508655000,4.60188417331132000,4.59884178211158000,4.59577855380542000,4.59269494071093000,4.58959139514622000,4.58646836942937000,4.58332631587847000,4.58016579290428000,4.57698782730958000,4.57379357511843000,4.57058419235907000,4.56736083505978000,4.56412465924881000,4.56087682095442000,4.55761847620488000,4.55435078102845000,4.55107489145338000,4.54779196350793000,4.54450315322037000
17 Feb 06,4.56581747389145000,4.53547827822780000,4.51062822391320000,4.48792769753118000,4.46716646579212000,4.44972476079232000,4.43706356863853000,4.43011287029795000,4.42846092074153000,4.43176784209744000,4.43939291859560000,4.45049649194485000,4.46423034854418000,4.47965194763387000,4.49584226145969000,4.51190973623167000,4.52706541314643000,4.54082876405573000,4.55278122468217000,4.56253815443378000,4.57021484514212000,4.57607058473192000,4.58036466698516000,4.58335638568384000,4.58527962813426000,4.58625611414059000,4.58637661848252000,4.58573191494136000,4.58441277729840000,4.58250997933493000,4.58011429483225000,4.57731649757166000,4.57420736133445000,4.57087765990192000,4.56741816705536000,4.56391965657606000,4.56045801982185000,4.55704344338098000,4.55366798703423000,4.55032370997770000,4.54700267140752000,4.54369693051982000,4.54039854651070000,4.53709957857631000,4.53379208591275000,4.53046812771614000,4.52711976318262000,4.52373905150830000,4.52031813432029000,4.51684951717127000,4.51332580601558000,4.50973960681060000,4.50608352551372000,4.50235016808232000,4.49853214047378000,4.49462204864550000,4.49061249855485000,4.48649609615922000,4.48226544741599000,4.47791315828255000
20 Feb 06,4.55796012884452000,4.53638357271576000,4.51492983141785000,4.49331667475690000,4.47330910693162000,4.45782845794333000,4.44881828661533000,4.44610691137281000,4.44863208200102000,4.45567504746285000,4.46618912912464000,4.47888264232882000,4.49282843160225000,4.50721768759825000,4.52137116665578000,4.53466518026825000,4.54663520578588000,4.55704571155920000,4.56568362019090000,4.57236679352516000,4.57724577897146000,4.58054325254018000,4.58248189024170000,4.58328436808642000,4.58314852356154000,4.58217283977430000,4.58043096116604000,4.57799653217793000,4.57494319725114000,4.57134460082683000,4.56727438734619000,4.56280620125038000,4.55801368698057000,4.55297048897793000,4.54775025168364000,4.54242661953887000,4.53706285048126000,4.53167634682344000,4.52627186010594000,4.52085414146120000,4.51542794202162000,4.50999801291965000,4.50456910528770000,4.49914597025820000,4.49373335896357000,4.48833602253625000,4.48295871210864000,4.47760617881318000,4.47228248968638000,4.46698802705176000,4.46172193811438000,4.45648336918290000,4.45127146656598000,4.44608537657230000,4.44092424551053000,4.43578721968934000,4.43067344541739000,4.42558206900335000,4.42051223675590000,4.41546309498371000
21 Feb 06,4.55480684580118000,4.53725157057895000,4.51946352349831000,4.49864213493094000,4.47840531461023000,4.46418741423393000,4.45687305996605000,4.45484672173340000,4.45692830037775000,4.46265917555583000,4.47180852934996000,4.48356409861830000,4.49704599939072000,4.51138508439969000,4.52589433192262000,4.53995730192731000,4.55313462684040000,4.56514519617341000,4.57572305576975000,4.58465084263370000,4.59195478291351000,4.59770811564626000,4.60198407986905000,4.60485591461897000,4.60640269891857000,4.60672687179972000,4.60593671231330000,4.60414049951025000,4.60144651244149000,4.59796303015794000,4.59379833171054000,4.58906069615021000,4.58385840252788000,4.57829972989447000,4.57249295730090000,4.56654636379811000,4.56055660729166000,4.55455775136883000,4.54856287798169000,4.54258505385616000,4.53663734571815000,4.53073282029359000,4.52488454430840000,4.51910558448850000,4.51340900755981000,4.50780788024826000,4.50231526927976000,4.49694424138023000,4.49170469642433000,4.48659109692334000,4.48159320850079000,4.47670079567614000,4.47190362296881000,4.46719145489826000,4.46255405598391000,4.45798119074520000,4.45346262370158000,4.44898811937248000,4.44454744227734000,4.44013035693560000
22 Feb 06,4.56088237287914000,4.55290972509716000,4.54574415600790000,4.53126983935082000,4.51492895090392000,4.50423293856489000,4.49974370636525000,4.49969253464355000,4.50306255496978000,4.50955754486632000,4.51856428501579000,4.52923575085230000,4.54082807039907000,4.55260309044968000,4.56397857450200000,4.57445444867633000,4.58375046134455000,4.59173508224521000,4.59831441172781000,4.60348267568229000,4.60731847079282000,4.60991240681784000,4.61135509351577000,4.61173714064506000,4.61114688003439000,4.60966353176880000,4.60736403799006000,4.60432534084014000,4.60062438246102000,4.59633810499468000,4.59154345058309000,4.58631736136823000,4.58073677949206000,4.57487864709658000,4.56881990632375000,4.56263749931554000,4.55639937684747000,4.55012965978776000,4.54383913357697000,4.53753858052061000,4.53123878292422000,4.52495052309330000,4.51868458333340000,4.51245174595002000,4.50626279324869000,4.50012850753493000,4.49405967111427000,4.48806706629223000,4.48215904911615000,4.47633326387359000,4.47058439965827000,4.46490714546879000,4.45929619030371000,4.45374622316162000,4.44825193304110000,4.44280800894074000,4.43740913985910000,4.43205001479478000,4.42672532274636000,4.42142975271240000
23 Feb 06,4.56320309391658000,4.55030495990772000,4.54117194246641000,4.52931566252009000,4.51821562882683000,4.51232489745020000,4.51102452783184000,4.51237096242734000,4.51568347255382000,4.52132077954999000,4.52914697305266000,4.53875489796924000,4.54948760970616000,4.56072925703427000,4.57189028802555000,4.58242220536399000,4.59190820534244000,4.59995784756457000,4.60628385264421000,4.61095497494099000,4.61411672085384000,4.61591459678167000,4.61649410912342000,4.61600076427801000,4.61457144565116000,4.61230100249992000,4.60927149503823000,4.60556498047361000,4.60126351601360000,4.59644915886573000,4.59120396623754000,4.58560999533656000,4.57974930337031000,4.57370394754635000,4.56755598507220000,4.56138747315540000,4.55526815912824000,4.54921344315816000,4.54322373197168000,4.53729943181168000,4.53144094892103000,4.52564868954261000,4.51992305991930000,4.51426446629399000,4.50867331490954000,4.50315001200884000,4.49769496383476000,4.49230857663018000,4.48699016802646000,4.48173424951008000,4.47653400663389000,4.47138262490787000,4.46627328984202000,4.46119918694632000,4.45615350173076000,4.45112941970533000,4.44612012638002000,4.44111880726482000,4.43611864786971000,4.43111283370468000
