,"UK instantaneous commercial bank liability forward curve, short end",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Sep 10,0.63447482055442200,0.78799915485639700,0.89903400584010600,0.96221651509317000,0.99290541528914100,1.00263345172548000,1.00229986743488000,1.00322633479607000,1.01491390549601000,1.05090782623994000,1.11155186668484000,1.18480822512840000,1.26006394270813000,1.33276331409365000,1.39995330113937000,1.45931864751820000,1.51224674733854000,1.56145856462560000,1.60931793045941000,1.65652379456291000,1.70329270412972000,1.74984115625442000,1.79638564803164000,1.84314267655596000,1.89028505930029000,1.93779277180071000,1.98559258792152000,2.03361127981096000,2.08177561961724000,2.13001237948859000,2.17824833157324000,2.22641024801941000,2.27442490097533000,2.32221906258922000,2.36971950500931000,2.41685300038381000,2.46355855515392000,2.50982918923603000,2.55567282392806000,2.60109738100867000,2.64611078225651000,2.69072094945023000,2.73493580436847000,2.77876326878989000,2.82221126449314000,2.86528771325686000,2.90800053685971000,2.95035765708032000,2.99236307229465000,3.03400345932832000,3.07526071628461000,3.11611674111264000,3.15655343176155000,3.19655268618044000,3.23609640231845000,3.27516647812468000,3.31374481154828000,3.35181330053835000,3.38935384304402000,3.42634833701440000
27 Sep 10,0.63195981826062400,0.78045697879903900,0.89354759941457900,0.96010398908809300,0.99432662426184500,1.00543600324180000,1.00311815079479000,1.00204661927876000,1.01376035991510000,1.05128100699062000,1.11416883513448000,1.18942315143752000,1.26609522776594000,1.33958646492285000,1.40665894792888000,1.46505048270607000,1.51670152898861000,1.56468381833082000,1.61157110511720000,1.65804098931375000,1.70431984498455000,1.75063404619369000,1.79720996700525000,1.84427398148329000,1.89200264221702000,1.94035254408223000,1.98921959952089000,2.03849971901758000,2.08808881305689000,2.13788279212340000,2.18777756670169000,2.23766904727635000,2.28745314433196000,2.33702576835310000,2.38628282982436000,2.43512023923031000,2.48345093576263000,2.53126303906299000,2.57856540975594000,2.62536690913518000,2.67167639849439000,2.71750273912726000,2.76285479232748000,2.80774141938873000,2.85217148160470000,2.89615384026908000,2.93969735667555000,2.98281089211780000,3.02549984639794000,3.06775097485422000,3.10954478318604000,3.15086177255740000,3.19168244413231000,3.23198729907478000,3.27175683854884000,3.31097156371848000,3.34961197574772000,3.38765857580058000,3.42509186504106000,3.46189234463318000
28 Sep 10,0.63352458222868000,0.78222117365850000,0.89331234586293600,0.95881866430819300,0.99270030967800400,1.00337746908977000,1.00133108810814000,1.00146410518029000,1.01546870754434000,1.05582975332508000,1.12208315234573000,1.20105736715073000,1.28167831954327000,1.35908840013623000,1.42976098065355000,1.49125366492045000,1.54535537103302000,1.59488708024846000,1.64225169117737000,1.68826021387168000,1.73334483831274000,1.77793775448192000,1.82247115236056000,1.86737722193004000,1.91300826436253000,1.95936387830938000,2.00634635804892000,2.05385799472080000,2.10180107946468000,2.15007790342021000,2.19859075772707000,2.24724193352490000,2.29593372195337000,2.34456841415213000,2.39304830126085000,2.44127567441917000,2.48916346117422000,2.53668187935311000,2.58382035050293000,2.63056831010670000,2.67691519364742000,2.72285043660811000,2.76836347447179000,2.81344374272145000,2.85808067684011000,2.90226371231077000,2.94598228461646000,2.98922582924018000,3.03198344647889000,3.07424260270751000,3.11599026717269000,3.15721340900421000,3.19789899733188000,3.23803400128548000,3.27760538999483000,3.31660013258971000,3.35500519819993000,3.39280755595528000,3.42999417498556000,3.46655202442057000
29 Sep 10,0.63514532205275300,0.78286081218829100,0.88996621379295100,0.95242824757581100,0.98239108015992300,0.98729396721890200,0.97919360063109600,0.97505955870978100,0.98637958528676100,1.02498818492501000,1.08929477053101000,1.16543494327212000,1.24222441769045000,1.31511062227597000,1.38095768801883000,1.43770119819558000,1.48745817596620000,1.53336554237173000,1.57805736365512000,1.62225303965033000,1.66621633901019000,1.71021103038752000,1.75450088243516000,1.79934966380593000,1.84497582348686000,1.89135370806822000,1.93837584105509000,1.98593468657521000,2.03392270875632000,2.08223237172615000,2.13075613961243000,2.17938647654290000,2.22801584664530000,2.27653671404736000,2.32484154287680000,2.37282279726138000,2.42038725375701000,2.46751145722385000,2.51419317981306000,2.56043019866602000,2.60622029092411000,2.65156123372868000,2.69645080422112000,2.74088677954281000,2.78486693683510000,2.82838905323939000,2.87145090589703000,2.91405027194940000,2.95618314856293000,2.99783767443848000,3.03899982025931000,3.07965555663874000,3.11979085419012000,3.15939168352677000,3.19844401526202000,3.23693382000920000,3.27484706838164000,3.31216973099268000,3.34888777845564000,3.38498718138386000
30 Sep 10,0.63230090295205800,0.78468494372165500,0.89505687083578900,0.95899032232037900,0.98944587547939900,0.99362353313273000,0.98426775910058800,0.97882631702841800,0.98877294949544600,1.02635961456935000,1.08969594121724000,1.16572150725896000,1.24311692614412000,1.31720847353147000,1.38479674223427000,1.44336682586404000,1.49438004488822000,1.54072982269836000,1.58499465107407000,1.62812972500612000,1.67057176137990000,1.71275724953157000,1.75512267879733000,1.79810453851336000,1.84206279658058000,1.88698440501934000,1.93274282440803000,1.97921148864574000,2.02626383163157000,2.07377328726463000,2.12161328944401000,2.16965727206881000,2.21777866903813000,2.26585091425106000,2.31374744160671000,2.36134168500417000,2.40852530945728000,2.45527046896776000,2.50157152305414000,2.54742283195124000,2.59281875589389000,2.63775365511690000,2.68222188985510000,2.72621782034329000,2.76973580681631000,2.81277020950896000,2.85531538865607000,2.89736570449246000,2.93891505441063000,2.97995529238612000,3.02047770865050000,3.06047359341711000,3.09993423689928000,3.13885092931035000,3.17721496086367000,3.21501762177257000,3.25225020225039000,3.28890399251046000,3.32497028276614000,3.36044036323075000
01 Oct 10,0.63407363585801700,0.78249295670781300,0.89373926642935200,0.95996293928441400,0.99204099154357100,0.99752736113619000,0.98968006103547300,0.98710421400662100,1.00131276375417000,1.04363506045692000,1.11165680882564000,1.19161653338833000,1.27207043201686000,1.34829274438340000,1.41729879254395000,1.47685738976983000,1.52869332040869000,1.57582582512819000,1.62090382197846000,1.66485495574111000,1.70810812900508000,1.75109219256341000,1.79423599720912000,1.83796839373526000,1.88263565440703000,1.92821947408253000,1.97460096717604000,2.02166124485757000,2.06928141829711000,2.11734259866466000,2.16572589713022000,2.21431242486379000,2.26298329303536000,2.31161961281492000,2.36010249537249000,2.40831305187805000,2.45614904298181000,2.50358173552551000,2.55060267543518000,2.59720340929099000,2.64337548367313000,2.68911044516177000,2.73439984033711000,2.77923521577930000,2.82360811806854000,2.86751009378500000,2.91093268950887000,2.95386745182032000,2.99630579713718000,3.03823856721929000,3.07965644528824000,3.12055011456043000,3.16091025825230000,3.20072755958027000,3.23999270176076000,3.27869636801020000,3.31682924154501000,3.35438200558161000,3.39134534333642000,3.42770993802588000
04 Oct 10,0.63502787964137000,0.78541313279604600,0.89622376117971400,0.96000374519086600,0.99030899297773100,0.99255238419892700,0.97989730879182800,0.97260392248110800,0.98312438166082100,1.02228037473348000,1.08731271003593000,1.16445335936044000,1.24225360475097000,1.31610392582881000,1.38286286255601000,1.44035081681340000,1.49053115047598000,1.53648243091233000,1.58084780723968000,1.62444062829670000,1.66759367470609000,1.71063972505746000,1.75391155794041000,1.79774195194456000,1.84239753398781000,1.88785287679936000,1.93400198053497000,1.98073884275145000,2.02795746100563000,2.07555183285433000,2.12341595585439000,2.17144382756261000,2.21952944553583000,2.26756680733087000,2.31544991050456000,2.36307275261371000,2.41034424137975000,2.45723911176990000,2.50375025934727000,2.54987058026091000,2.59559297065982000,2.64091032669305000,2.68581554450961000,2.73030152025854000,2.77436115008885000,2.81798733014957000,2.86117295658973000,2.90391092555836000,2.94619290685212000,2.98800396482612000,3.02932694968602000,3.07014471003075000,3.11044009445923000,3.15019595157039000,3.18939512996314000,3.22802047823641000,3.26605484498911000,3.30348107882017000,3.34028202832852000,3.37644054211307000
05 Oct 10,0.63704403778278500,0.78507924427795400,0.89103159638726600,0.95270555237165500,0.98273287571008700,0.98476506333676600,0.97168863325637000,0.96536212562520400,0.97846156559684000,1.02085774848226000,1.08873114669240000,1.16767540762460000,1.24626495230152000,1.32010746481466000,1.38631856248110000,1.44298364421942000,1.49236518083334000,1.53785003088795000,1.58232321575113000,1.62656084716918000,1.67078516500096000,1.71521840676203000,1.76008280996796000,1.80560061213434000,1.85194280127829000,1.89905410309710000,1.94681682152505000,1.99511325848292000,2.04382571589152000,2.09283649567163000,2.14202789974403000,2.19128223002954000,2.24048178844892000,2.28950887692299000,2.33824579737252000,2.38657485171830000,2.43439401015772000,2.48168563604063000,2.52846038132816000,2.57472891851020000,2.62050192007663000,2.66579005851731000,2.71060400632212000,2.75495443598094000,2.79885201998365000,2.84230743082013000,2.88533134098024000,2.92793442295387000,2.97012340556218000,3.01188579353182000,3.05320324257179000,3.09405740701611000,3.13442994119879000,3.17430249945384000,3.21365673611527000,3.25247430551709000,3.29073686199332000,3.32842605987797000,3.36552355350504000,3.40201099720856000
06 Oct 10,0.63613807299172700,0.78719558807817900,0.89183556590324100,0.95280619113077100,0.98397454276551000,0.98660137862728500,0.97294335584000000,0.96488324195892100,0.97580774566841100,1.01710630915265000,1.08469047962243000,1.16455437277311000,1.24449098853639000,1.31990102760977000,1.38794091406283000,1.44669117951832000,1.49821269887618000,1.54563777922359000,1.59179553738319000,1.63761407191266000,1.68328635029307000,1.72900375275944000,1.77495765954678000,1.82133945089012000,1.86830522087110000,1.91582100403648000,1.96378912700657000,2.01211187017017000,2.06069151391607000,2.10943033863307000,2.15823062470996000,2.20699465253553000,2.25562470249858000,2.30402305498791000,2.35209199039230000,2.39973378910055000,2.44686562302995000,2.49347725532255000,2.53958053529646000,2.58518731746192000,2.63030945632914000,2.67495880640838000,2.71914722220986000,2.76288655824381000,2.80618866902047000,2.84906540905008000,2.89152863284286000,2.93359019490906000,2.97525756500787000,3.01651885452743000,3.05735683420919000,3.09775427462231000,3.13769394633595000,3.17715861991926000,3.21613106594141000,3.25459405497156000,3.29253035757885000,3.32992274433245000,3.36675398580151000,3.40300685255520000
07 Oct 10,0.63742821320546000,0.78727736528843900,0.89113813490137300,0.94961571517541000,0.97698713733498800,0.97513864203618900,0.95846085158854100,0.94937868563353200,0.96034453573042300,1.00163657738339000,1.06941581091265000,1.14948492008656000,1.23012594921753000,1.30673286736803000,1.37627931520585000,1.43650953919745000,1.48921581047476000,1.53751497788041000,1.58419648077745000,1.63019101466865000,1.67577560551837000,1.72122655777906000,1.76682017590317000,1.81283276434315000,1.85948928551315000,1.90676442691381000,1.95455672899041000,2.00276471428783000,2.05128690535095000,2.10002182472464000,2.14886799495380000,2.19772393858329000,2.24648817815800000,2.29505923622281000,2.34333563532258000,2.39121589800221000,2.43861505173007000,2.48552099195915000,2.53194171715654000,2.57788522643776000,2.62335951891838000,2.66837259371391000,2.71293244993991000,2.75704708671191000,2.80072450314546000,2.84397269835610000,2.88679967145937000,2.92921342157080000,2.97121855150789000,3.01280466966767000,3.05395724774083000,3.09466175728455000,3.13490366985600000,3.17466845701235000,3.21394159031076000,3.25270854130842000,3.29095478156248000,3.32866578263012000,3.36582701606851000,3.40242395343482000
08 Oct 10,0.63742904338938900,0.78515996231098900,0.88995887732969400,0.94927149734694200,0.97713313962190700,0.97594062222282000,0.96017152699738600,0.95282508310002900,0.96628325663419200,1.00968637208713000,1.07864451309922000,1.15821597503590000,1.23668217523110000,1.30972593961251000,1.37497181216988000,1.43085498431233000,1.47966323058099000,1.52482824572717000,1.56935486854376000,1.61406000807469000,1.65906175249546000,1.70447788328382000,1.75042618191752000,1.79702442987430000,1.84435564224368000,1.89234934337096000,1.94089271222611000,1.98987292641319000,2.03917716353628000,2.08869260119944000,2.13830641700674000,2.18790578856225000,2.23737789347004000,2.28660990933417000,2.33548901375871000,2.38390238434774000,2.43175661346820000,2.47904400819197000,2.52578052279234000,2.57198211230547000,2.61766473176747000,2.66284433621449000,2.70753688068264000,2.75175832020807000,2.79552460982690000,2.83885170457528000,2.88175555948932000,2.92425212960516000,2.96635214627960000,3.00804327868729000,3.04930683353792000,3.09012411733581000,3.13047643658528000,3.17034509779063000,3.20971140745619000,3.24855667208627000,3.28686219818518000,3.32460929225723000,3.36177926080675000,3.39835341033804000
11 Oct 10,0.63645631169610000,0.78161277447991500,0.88464231124236300,0.94399430795953500,0.97438523216294500,0.97418314774208700,0.95774671059490000,0.94983283469665400,0.96376690445103800,1.00794145973583000,1.07770848738243000,1.15792189523243000,1.23664464141634000,1.30968128684569000,1.37450698096203000,1.42953085114703000,1.47718488208177000,1.52098393459562000,1.56392483481135000,1.60682743572980000,1.64993984265803000,1.69351015848424000,1.73778648609665000,1.78301692838348000,1.82939018560997000,1.87683270034775000,1.92519856291973000,1.97434186131508000,2.02411668352294000,2.07437711753247000,2.12497725133283000,2.17577117291317000,2.22661297026265000,2.27735673137044000,2.32785654422567000,2.37796649681751000,2.42756249814468000,2.47661679530769000,2.52512821341938000,2.57309557845000000,2.62051771636979000,2.66739345314900000,2.71372161475788000,2.75950102716667000,2.80473051634563000,2.84940890826500000,2.89353502889503000,2.93710770420596000,2.98012480239884000,3.02257903288943000,3.06446137586440000,3.10576281025560000,3.14647431499486000,3.18658686901400000,3.22609145124487000,3.26497904061930000,3.30324061606911000,3.34086715652615000,3.37784964092224000,3.41417904818922000
12 Oct 10,0.63660873400074000,0.78022765999514200,0.88243617034032400,0.94474816546525600,0.97634290681027000,0.97357319865127200,0.95104129141777000,0.93624596605133300,0.94329475359576500,0.98089509204625800,1.04422866085948000,1.11823202298708000,1.19119720484376000,1.25891420572097000,1.31878331686287000,1.36916708011109000,1.41257267142767000,1.45262292291154000,1.49239259377189000,1.53265324031693000,1.57357151889822000,1.61531408330825000,1.65804758733952000,1.70193868478450000,1.74710555482109000,1.79345236519107000,1.84082424167494000,1.88906630814871000,1.93802368848839000,1.98754150656999000,2.03746488626953000,2.08763895146302000,2.13790882602646000,2.18811963383588000,2.23811649876728000,2.28774454469667000,2.33686870338061000,2.38546059664265000,2.43352760885052000,2.48107715032441000,2.52811663138452000,2.57465346235102000,2.62069505354411000,2.66624881528398000,2.71132215789082000,2.75592249168481000,2.80005722698615000,2.84373377411503000,2.88695636769130000,2.92971376183539000,2.97199000065555000,3.01376912715288000,3.05503518432844000,3.09577221518333000,3.13596426271863000,3.17559536993542000,3.21464957983479000,3.25311093541782000,3.29096347968559000,3.32819125563920000
13 Oct 10,0.63577921472912900,0.78372579158638400,0.88625728706042900,0.94757437706351100,0.98194713612813600,0.97739810992670600,0.95650191048712700,0.94540146301561300,0.95700925611965700,0.99919464373707300,1.06598410217279000,1.14293593430673000,1.21816378425219000,1.28763987127701000,1.34909875841482000,1.40118486898568000,1.44646160333895000,1.48854727539305000,1.53050417016333000,1.57305794018958000,1.61632055830385000,1.66040399474194000,1.70542021973970000,1.75148120353294000,1.79866639704650000,1.84688009453494000,1.89596787776439000,1.94577528589455000,1.99614785808508000,2.04693113349565000,2.09797065128594000,2.14911195061564000,2.20020057064440000,2.25108205053191000,2.30160192943784000,2.35160574652187000,2.40096259177191000,2.44965635759282000,2.49770586549289000,2.54512994519171000,2.59194742640885000,2.63817713886391000,2.68383791227647000,2.72894857636610000,2.77352796085239000,2.81759489545492000,2.86116820989327000,2.90426673388702000,2.94690474870843000,2.98907645455081000,3.03077051157798000,3.07197557977501000,3.11268031912698000,3.15287338961897000,3.19254345123605000,3.23167916396331000,3.27026918778582000,3.30830218268865000,3.34576680865689000,3.38265172567560000
14 Oct 10,0.63683094316654200,0.78433465736280300,0.88794152022916600,0.94947927661869900,0.98160545743219600,0.97549905462834000,0.95243880617105800,0.93957771394730200,0.94996844479297100,0.99077283846469200,1.05659351231709000,1.13299093881468000,1.20844481114651000,1.27892477749040000,1.34202381193829000,1.39605673596909000,1.44313026574011000,1.48659188533584000,1.52938042866915000,1.57233738915197000,1.61563437337245000,1.65944269391949000,1.70393366338203000,1.74927859434899000,1.79560843119537000,1.84285733703074000,1.89089960354708000,1.93960950836192000,1.98886132909281000,2.03852934335726000,2.08848782877284000,2.13861106295707000,2.18877332352749000,2.23884888810164000,2.28871203429705000,2.33823703973127000,2.38731748391296000,2.43593216273534000,2.48408338181518000,2.53177344752762000,2.57900466624780000,2.62577934435085000,2.67209978821192000,2.71796830420614000,2.76338719870866000,2.80835877809460000,2.85288534873912000,2.89696921701735000,2.94061007931285000,2.98379610907760000,3.02651230078202000,3.06874364879393000,3.11047514748118000,3.15169179121160000,3.19237857435302000,3.23252049127329000,3.27210253634022000,3.31110970392167000,3.34952698838546000,3.38733938409943000
15 Oct 10,0.63603186870548700,0.78375263627116200,0.89261540409701100,0.95871640197203200,0.99104411804674200,0.98646294492508900,0.96490218522596000,0.95381210032139400,0.96603631852429600,1.00739381392040000,1.07264659312867000,1.14752291456407000,1.22106074121674000,1.28929199775465000,1.35000560668423000,1.40177937976233000,1.44694045490772000,1.48892923088874000,1.53070834677278000,1.57302339068643000,1.61597755604332000,1.65967396954240000,1.70421575788259000,1.74970604776283000,1.79621242391248000,1.84364555618856000,1.89187282441667000,1.94076160702597000,1.99017928244564000,2.03999322910487000,2.09007082543282000,2.14027944985868000,2.19048648081162000,2.24055929672083000,2.29036527601547000,2.33977179712473000,2.38866898804656000,2.43704741439854000,2.48492535079680000,2.53232107275130000,2.57925285577197000,2.62573897536876000,2.67179770705163000,2.71744732633051000,2.76270610871536000,2.80759232971613000,2.85212426484276000,2.89632018960519000,2.94019283564422000,2.98373045880279000,3.02691456246623000,3.06972664980187000,3.11214822397709000,3.15416078815923000,3.19574584551566000,3.23688489921373000,3.27755945242081000,3.31775100830425000,3.35744107003141000,3.39661114076965000
18 Oct 10,0.63286030835490600,0.78239058660959300,0.89420868694208700,0.96371620026528600,0.99986418334327900,0.99635237737708400,0.97540810020412600,0.96498336093723800,0.97828151369277200,1.02037060643071000,1.08583599448964000,1.16059391485920000,1.23385166325748000,1.30182741116427000,1.36217750645450000,1.41346761452221000,1.45818003997124000,1.49985137167805000,1.54147148529715000,1.58373277083602000,1.62672421989194000,1.67053482150953000,1.71525356473339000,1.76096943860814000,1.80773858199729000,1.85547210291739000,1.90404109794516000,1.95331666236673000,2.00316989146824000,2.05347188053584000,2.10409372485566000,2.15490651971385000,2.20578136039655000,2.25658934218989000,2.30720156038001000,2.35748911025306000,2.40734393839958000,2.45675004833698000,2.50571684049316000,2.55425371611529000,2.60237007645054000,2.65007532274607000,2.69737885624907000,2.74429007820670000,2.79081838986614000,2.83697319247456000,2.88276388727913000,2.92819987552702000,2.97328642296975000,3.01800652054058000,3.06233569263579000,3.10624945823331000,3.14972333631105000,3.19273284584694000,3.23525350581888000,3.27726083520482000,3.31873035298266000,3.35963757813032000,3.39995802962573000,3.43966722644681000
19 Oct 10,0.63260218164906100,0.78070905674801000,0.89189462925352400,0.96299555772772700,0.99987018902426100,0.99401165804897800,0.96958807189169200,0.95620713269452500,0.96793901933418800,1.00847613460376000,1.07252986186241000,1.14642421084395000,1.21986818806577000,1.28896235317203000,1.35109095829485000,1.40455202474148000,1.45157938732959000,1.49546632650413000,1.53900684601248000,1.58289680363620000,1.62728101217384000,1.67230428209270000,1.71811142386006000,1.76484724794321000,1.81261628744033000,1.86134525417807000,1.91091180224664000,1.96119358415380000,2.01206825240734000,2.06341345951503000,2.11510685798464000,2.16702610032395000,2.21904883904073000,2.27105272664276000,2.32291541563781000,2.37451455853365000,2.42574357234096000,2.47658078552134000,2.52703298888143000,2.57710699388270000,2.62680961198662000,2.67614765465466000,2.72512793334828000,2.77375725952896000,2.82204244465816000,2.86999030019736000,2.91760763760801000,2.96490126835160000,3.01187357297301000,3.05850533274858000,3.10477075727966000,3.15064405462267000,3.19609943283406000,3.24111109997027000,3.28565326408774000,3.32970013324291000,3.37322591549222000,3.41620481889211000,3.45861105149901000,3.50041882136938000
20 Oct 10,0.63133482872569000,0.78021018481131800,0.88828378568996100,0.95798906340878000,0.99458920139718100,0.98799477850608600,0.96141720868370000,0.94532714679639900,0.95251242833778700,0.98942205829384200,1.04988616433270000,1.11993004016761000,1.18818487519811000,1.25084134633039000,1.30577541562644000,1.35176692982445000,1.39148897436876000,1.42866262000893000,1.46643059081093000,1.50550519394794000,1.54596042588601000,1.58787028039068000,1.63130875122753000,1.67634983216208000,1.72303726976795000,1.77125189211703000,1.82081991702491000,1.87156752267763000,1.92332088726125000,1.97590618896182000,2.02914960596537000,2.08287731645797000,2.13691549862565000,2.19109033065446000,2.24522799073046000,2.29915465703968000,2.35272022664281000,2.40589021818755000,2.45866532866081000,2.51104626331944000,2.56303372742024000,2.61462842622002000,2.66583106497562000,2.71664234894385000,2.76706298338152000,2.81709367354546000,2.86673512469248000,2.91598804207940000,2.96484937279253000,3.01329947185599000,3.06131411682529000,3.10886908510817000,3.15594015411238000,3.20250310124567000,3.24853370391580000,3.29400773953050000,3.33890098549752000,3.38318921922462000,3.42684821811955000,3.46985375959005000
21 Oct 10,0.63235436695079100,0.77958360027340700,0.88739411228248900,0.95694581285595300,0.99358217113765800,0.98793784440962100,0.96402606875305900,0.95130228755549500,0.96063569533069300,0.99805977860231300,1.05781207342572000,1.12574537446434000,1.19089313796932000,1.24968529371491000,1.30017088241316000,1.34112094191961000,1.37509919144607000,1.40591037554499000,1.43689750903681000,1.46903431374460000,1.50253776352435000,1.53762450011126000,1.57451116524056000,1.61341440064746000,1.65449661319332000,1.69765583323983000,1.74270965363439000,1.78947564831542000,1.83777139122131000,1.88741445629045000,1.93822241746124000,1.99001284867207000,2.04260332386135000,2.09581141696747000,2.14945470192882000,2.20335075268380000,2.25733815600632000,2.31134826874494000,2.36533804140369000,2.41926442531228000,2.47308437180040000,2.52675483219776000,2.58023275783404000,2.63347510003895000,2.68643881014219000,2.73908083947345000,2.79135813936243000,2.84322766113883000,2.89464912610089000,2.94559448476401000,2.99603906147821000,3.04595818070213000,3.09532716689445000,3.14412134451382000,3.19231603801891000,3.23988657186839000,3.28680827052090000,3.33305645843513000,3.37860646006972000,3.42343359988335000
22 Oct 10,0.63205008082212400,0.77598418708962000,0.88429629524046500,0.95616542230704800,0.99623323753006300,0.99438402127651900,0.97300890978568100,0.96108885194455800,0.97083796362567600,1.00817995345084000,1.06759328098102000,1.13454015081438000,1.19808186293540000,1.25472346141563000,1.30290299614751000,1.34179967428604000,1.37411485943630000,1.40359572416055000,1.43348350736261000,1.46467175482974000,1.49737376381826000,1.53180276093850000,1.56817197280082000,1.60669462601556000,1.64752232155615000,1.69053458827805000,1.73553589516264000,1.78233070877008000,1.83072349566057000,1.88051872239430000,1.93152085553146000,1.98353436163222000,2.03636370725678000,2.08981335896532000,2.14368778331804000,2.19779144687511000,2.25195437441430000,2.30611942830449000,2.36026060085022000,2.41435188536023000,2.46836727514328000,2.52228076350809000,2.57606634376341000,2.62969800921798000,2.68314975318054000,2.73639556895984000,2.78940944986462000,2.84216538920361000,2.89463636103089000,2.94679083946151000,2.99859605715382000,3.05001924672602000,3.10102764079636000,3.15158847198307000,3.20166897290436000,3.25123637617846000,3.30025791442360000,3.34870082025801000,3.39653232629992000,3.44371966516755000
25 Oct 10,0.62906518619322700,0.77295215226882100,0.88520792290769500,0.95921985709019900,0.99759789394055100,0.99093446610486300,0.96576108779765900,0.95176592098693500,0.96029767824992200,0.99697430610666000,1.05663182149174000,1.12515048888407000,1.19194324089009000,1.25319640675276000,1.30649267596395000,1.35033874128240000,1.38722118955990000,1.42069791892433000,1.45381400363449000,1.48745944273036000,1.52195823869733000,1.55763439162630000,1.59481190160816000,1.63381476873382000,1.67489217055548000,1.71796294927230000,1.76285481341530000,1.80939546857593000,1.85741262034564000,1.90673397431589000,1.95718723607813000,2.00860011122380000,2.06080030534437000,2.11361552403128000,2.16687347287598000,2.22040185746993000,2.27404949579530000,2.32775841543745000,2.38149635889561000,2.43523106949858000,2.48893029057511000,2.54256176545401000,2.59609323746404000,2.64949244993400000,2.70272714619265000,2.75576506956878000,2.80857396339118000,2.86112157098861000,2.91337500281593000,2.96529796051073000,3.01685300307197000,3.06800268866949000,3.11870957547316000,3.16893622165282000,3.21864518537833000,3.26779902481953000,3.31636029814629000,3.36429156352845000,3.41155537913586000,3.45811430313838000
26 Oct 10,0.62930132664904900,0.77313632656981000,0.88639247183310300,0.96494139207427200,1.00861388259593000,1.00875753864004000,0.99152518588047900,0.98679687037103100,1.00443559056905000,1.04935134398615000,1.11631314974247000,1.19163978028290000,1.26512263153262000,1.33296762600087000,1.39272332720797000,1.44285163224348000,1.48574837545459000,1.52486833176421000,1.56316932605687000,1.60152081447657000,1.64024377601858000,1.67965918735771000,1.72008802516879000,1.76185126612666000,1.80520081245419000,1.85008360835081000,1.89636246550344000,1.94390019288519000,1.99255959946916000,2.04220349422847000,2.09269468613623000,2.14389598416555000,2.19567019728953000,2.24788013448129000,2.30038860471394000,2.35305841696059000,2.40576504333086000,2.45845216267055000,2.51108631674499000,2.56363406391086000,2.61606196252485000,2.66833657094362000,2.72042444752388000,2.77229215062228000,2.82390623859553000,2.87523326980029000,2.92623980259326000,2.97689239533110000,3.02715824547569000,3.07700766591798000,3.12641191743210000,3.17534226101506000,3.22376995766386000,3.27166626837550000,3.31900245414700000,3.36574977597536000,3.41187949485758000,3.45736287179068000,3.50217116777167000,3.54627564379754000
27 Oct 10,0.62993959645879000,0.77759371685726700,0.88894871647695000,0.96558255263207400,1.00877897768666000,1.00904128399016000,0.99484027238499400,0.99589856117713700,1.02118344439397000,1.07575738392356000,1.15284578965179000,1.23871437093698000,1.32203379358973000,1.39877254084377000,1.46657155310164000,1.52400390902421000,1.57365762063955000,1.61920144315329000,1.66376233409557000,1.70819042013887000,1.75273785420084000,1.79765678666934000,1.84319936793222000,1.88961774837732000,1.93711875950521000,1.98566513461308000,2.03513778531845000,2.08541756386255000,2.13638532248662000,2.18792191343187000,2.23990818893954000,2.29222500125085000,2.34475320260703000,2.39737364524931000,2.44996718141890000,2.50241466335705000,2.55461235992426000,2.60653169084802000,2.65816694081341000,2.70951239988073000,2.76056235811027000,2.81131110556233000,2.86175293229721000,2.91188212837521000,2.96169298385661000,3.01117978880172000,3.06033683327084000,3.10915840732426000,3.15763562474061000,3.20574557623517000,3.25346148379783000,3.30075656929362000,3.34760405458756000,3.39397716154466000,3.43984911202994000,3.48519312790842000,3.52998243104511000,3.57419024330504000,3.61778978655322000,3.66075428265468000
